Acc0	Acc1	AccAver	threshold
1.0	0.0	0.5	inf
0.6660482374768089	0.7635574837310195	0.7148028606039142	-0.14464845634922985
0.7198515769944341	0.7180043383947939	0.718927957694614	-0.14386435129370345
0.8070500927643784	0.7462039045553145	0.7766269986598464	-0.14472040189563784
0.7439703153988868	0.7960954446854663	0.7700328800421765	-0.1444812097437581
0.8589981447124304	0.7505422993492408	0.8047702220308356	-0.14460417721435403
0.8478664192949907	0.7613882863340564	0.8046273528145236	-0.14460417721435403
0.8478664192949907	0.7787418655097614	0.8133041424023761	-0.14460417721435403
0.7959183673469388	0.8199566160520607	0.8079374916994997	-0.1445327038373938
0.8645640074211502	0.7700650759219089	0.8173145416715295	-0.14535227219883562
0.8701298701298701	0.8134490238611713	0.8417894469955207	-0.14535227219883562
0.9053803339517625	0.7613882863340564	0.8333843101429095	0.16460290027309
0.9257884972170687	0.735357917570499	0.8305732073937838	0.16460290027309
0.7903525046382189	0.8698481561822126	0.8301003304102157	-0.14214525275274004
0.7922077922077922	0.8698481561822126	0.8310279741950024	-0.14214525275274004
0.8664192949907236	0.8004338394793926	0.833426567235058	0.06473522418273148
0.7903525046382189	0.9088937093275488	0.8496231069828839	-0.20519678696885335
0.7792207792207793	0.9088937093275488	0.8440572442741641	-0.20519678696885335
0.8330241187384044	0.8655097613882863	0.8492669400633454	-0.0918640033751209
0.8404452690166976	0.8524945770065075	0.8464699230116026	-0.03827263837370365
