Acc0	Acc1	AccAver	threshold
0.8735408560311284	0.1646090534979424	0.5190749547645354	0.8329591793442981
0.6108949416342413	0.4074074074074074	0.5091511745208244	0.031811134003825625
0.5894941634241245	0.43415637860082307	0.5118252710124738	-0.0818167391175082
0.5836575875486382	0.43415637860082307	0.5089069830747306	-0.5268831555229325
0.09922178988326848	0.9197530864197531	0.5094874381515108	-0.5719280940912059
0.09922178988326848	0.9197530864197531	0.5094874381515108	-0.785964047045603
0.10116731517509728	0.9259259259259259	0.5135466205505116	-0.788155020402568
0.11867704280155641	0.9074074074074074	0.5130422251044819	-0.7737835278479437
0.9299610894941635	0.15432098765432098	0.5421410385742422	-0.4167412552423232
0.7392996108949417	0.2777777777777778	0.5085386943363597	-0.31322036322041813
0.7392996108949417	0.2777777777777778	0.5085386943363597	-0.656610181610209
0.08365758754863813	0.9300411522633745	0.5068493699060063	-0.8125658669288195
0.49221789883268485	0.6111111111111112	0.551664504971898	-0.7027580049851914
0.5155642023346303	0.5329218106995884	0.5242430065171093	-0.967618199302367
0.5272373540856031	0.6008230452674898	0.5640301996765464	-0.7191250212597697
0.5272373540856031	0.6008230452674898	0.5640301996765464	-0.4382500425195395
0.5272373540856031	0.6008230452674898	0.5640301996765464	-0.43861708642642616
0.5330739299610895	0.5967078189300411	0.5648908744455653	-0.4373552247538611
0.556420233463035	0.5720164609053497	0.5642183471841924	-0.43365749786570984
0.556420233463035	0.5720164609053497	0.5642183471841924	-0.43365749786570984
0.5330739299610895	0.588477366255144	0.5607756481081168	-0.4270779275017249
0.5311284046692607	0.5905349794238683	0.5608316920465646	-0.43108473521470336
0.5408560311284046	0.5843621399176955	0.5626090855230501	-0.41735458786084556
0.5408560311284046	0.5843621399176955	0.5626090855230501	0.16529082427830888
0.556420233463035	0.5864197530864198	0.5714199932747275	-0.08557069210765722
0.6556420233463035	0.4567901234567901	0.5562160734015468	-0.4756240981268567
0.5914396887159533	0.5699588477366255	0.5806992682262895	-0.3069495932678026
0.546692607003891	0.6172839506172839	0.5819882788105875	-0.3525360283173192
0.546692607003891	0.6172839506172839	0.5819882788105875	-0.6762680141586597
0.7762645914396887	0.43209876543209874	0.6041816784358938	-0.5154014350984939
0.8073929961089494	0.41975308641975306	0.6135730412643512	-0.5046078643607586
0.7470817120622568	0.47530864197530864	0.6111951770187827	-0.5284879974180392
0.5544747081712063	0.6893004115226338	0.62188755984692	-0.615062985662456
0.4766536964980545	0.7489711934156379	0.6128124449568462	-0.6376983175632238
0.7237354085603113	0.49588477366255146	0.6098100911114314	-0.522731643225682
0.7237354085603113	0.49588477366255146	0.6098100911114314	-0.522731643225682
0.7101167315175098	0.5082304526748971	0.6091735920962034	-0.5253952093137294
0.2529182879377432	0.897119341563786	0.5750188147507647	-0.9429701084530274
0.2587548638132296	0.897119341563786	0.5779371026885078	-0.9396346772219346
0.3560311284046693	0.8168724279835391	0.5864517781941042	-0.9166852548705804
