Rxx_x	111111	111111	111111	111111	-0.5	10
111111	Rxx_x	111111	111111	111111	-0.476	1
Rxx_x	111111	111111	111111	111111	0.9259999999999999	10
111111	Rxx_x	111111	111111	111111	-0.254	2
Rxx_x	111111	111111	111111	111111	-1.0	8
Rxx_x	111111	111111	111111	111111	-0.368	6
111111	Rxx_x	111111	111111	111111	-0.13	5
Rxx_x	111111	111111	111111	111111	0.14200000000000013	8
Rxx_x	111111	111111	111111	111111	-0.18199999999999994	5
111111	Rxx_x	111111	111111	111111	0.05600000000000005	10
111111	Rxx_x	111111	111111	111111	-0.09599999999999997	4
Rxx_x	111111	111111	111111	111111	0.10000000000000009	8
Rxx_x	111111	111111	111111	111111	-0.16600000000000004	2
111111	Rxx_x	111111	111111	111111	0.06400000000000006	10
111111	Rxx_x	111111	111111	111111	-0.10399999999999998	0
111111	Rxx_x	111111	111111	111111	0.050000000000000044	10
111111	Rxx_x	111111	111111	111111	-0.09599999999999997	9
Rxx_x	111111	111111	111111	111111	0.08800000000000008	8
Rxx_x	111111	111111	111111	111111	-0.128	3
111111	Rxx_x	111111	111111	111111	0.06000000000000005	10
111111	Rxx_x	111111	111111	111111	-0.08999999999999997	7
111111	Rxx_x	111111	111111	111111	0.04400000000000004	10
111111	Rxx_x	111111	111111	111111	-0.08399999999999996	0
Rxx_x	111111	111111	111111	111111	0.08000000000000007	8
Rxx_x	111111	111111	111111	111111	-0.10999999999999999	9
111111	Rxx_x	111111	111111	111111	0.050000000000000044	10
111111	Rxx_x	111111	111111	111111	-0.07999999999999996	4
111111	Rxx_x	111111	111111	111111	0.040000000000000036	10
111111	Ryy_x	111111	111111	111111	0.08200000000000007	3
111111	Rxx_x	111111	111111	111111	0.038000000000000034	10
111111	Rxx_x	111111	111111	111111	-0.08799999999999997	6
Ryy_x	111111	111111	111111	111111	-0.038000000000000034	10
Rxx_x	111111	111111	111111	111111	-0.08399999999999996	7
111111	Rxx_x	111111	111111	111111	0.050000000000000044	10
111111	Rxx_x	111111	111111	111111	-0.07199999999999995	5
Rxx_x	111111	111111	111111	111111	0.03400000000000003	10
Ryy_x	111111	111111	111111	111111	0.08600000000000008	4
Rxx_x	111111	111111	111111	111111	0.03600000000000003	10
Rxx_x	111111	111111	111111	111111	-0.07799999999999996	0
Rxx_x	111111	111111	111111	111111	0.03400000000000003	10
Ryy_x	111111	111111	111111	111111	0.08200000000000007	1
Rxx_x	111111	111111	111111	111111	0.03200000000000003	10
Rxx_x	111111	111111	111111	111111	-0.06999999999999995	9
111111	Rxx_x	111111	111111	111111	0.03400000000000003	10
111111	Rxx_x	111111	111111	111111	-0.06399999999999995	7
Rxx_x	111111	111111	111111	111111	0.052000000000000046	8
Rxx_x	111111	111111	111111	111111	-0.05399999999999994	3
111111	Rxx_x	111111	111111	111111	0.03200000000000003	10
111111	Rxx_x	111111	111111	111111	-0.05599999999999994	0
Rxx_x	111111	111111	111111	111111	0.030000000000000027	10
Rxx_x	111111	111111	111111	111111	-0.06599999999999995	2
111111	Rxx_x	111111	111111	111111	0.030000000000000027	10
111111	Rxx_x	111111	111111	111111	-0.05799999999999994	9
Rxx_x	111111	111111	111111	111111	0.030000000000000027	10
Rxx_x	111111	111111	111111	111111	-0.061999999999999944	4
111111	Rxx_x	111111	111111	111111	0.030000000000000027	10
111111	Rxx_x	111111	111111	111111	-0.05599999999999994	3
Ryy_x	111111	111111	111111	111111	-0.028000000000000025	10
Rxx_x	111111	111111	111111	111111	-0.05799999999999994	5
