U2_x	111111	111111	111111	111111	-0.508	16
111111	111111	111111	111111	Rxx_x	-0.16600000000000004	4
111111	111111	U2_x	111111	111111	-0.07799999999999996	12
H_y	111111	111111	111111	111111	0.0	0
111111	Rxx_x	111111	111111	111111	-0.15000000000000002	8
111111	111111	Rxx_x	111111	111111	0.13400000000000012	4
111111	U2_x	111111	111111	111111	-0.06799999999999995	12
111111	Rxx_x	111111	111111	111111	0.28800000000000003	12
111111	U3_x	111111	111111	111111	0.30200000000000005	8
111111	Ryy_x	111111	111111	111111	0.6000000000000001	0
111111	Rxx_x	111111	111111	111111	0.42999999999999994	12
111111	111111	Rxx_x	111111	111111	-0.246	0
111111	111111	Rxx_x	111111	111111	0.23399999999999999	4
111111	111111	Ryy_x	111111	111111	0.272	0
111111	111111	Rxx_x	111111	111111	0.242	4
111111	111111	U3_x	111111	111111	-0.14	0
111111	Rxx_x	111111	111111	111111	-0.26	0
111111	111111	Ryy_x	111111	111111	0.24	1
H_y	111111	111111	111111	111111	0.0	0
H_y	111111	111111	111111	111111	0.0	0
111111	Rxx_x	111111	111111	111111	0.21599999999999997	12
111111	111111	U2_x	111111	111111	0.3720000000000001	8
111111	Rxx_x	111111	111111	111111	-0.17799999999999994	1
111111	111111	Ryy_x	111111	111111	-0.248	5
111111	Rxx_x	111111	111111	111111	0.17399999999999993	13
111111	111111	U3_x	111111	111111	-0.07599999999999996	1
111111	111111	111111	111111	Rxx_x	0.3380000000000001	0
111111	111111	111111	111111	Ryy_x	0.14000000000000012	4
111111	111111	111111	111111	Rxx_x	0.19199999999999995	1
111111	111111	U3_x	111111	111111	0.1160000000000001	5
111111	111111	111111	111111	Ryy_x	0.16799999999999993	5
111111	111111	U3_x	111111	111111	-0.14	1
111111	H_y	111111	111111	111111	0.0	0
H_y	111111	111111	111111	111111	0.0	0
111111	Ryy_x	111111	111111	111111	-0.606	16
111111	U2_x	111111	111111	111111	0.30000000000000004	8
111111	111111	U3_x	111111	111111	0.13800000000000012	5
111111	111111	H_y	111111	111111	0.0	0
111111	111111	Rxx_x	111111	111111	-0.15400000000000003	13
111111	Rxx_x	111111	111111	111111	0.242	12
111111	Ryy_x	111111	111111	111111	0.1080000000000001	1
U3_x	111111	111111	111111	111111	0.476	16
111111	H_y	111111	111111	111111	0.0	0
111111	111111	U3_x	111111	111111	-0.596	16
111111	111111	111111	U2_x	111111	0.0	0
U2_x	111111	111111	111111	111111	0.532	13
111111	U2_x	111111	111111	111111	-0.906	16
111111	111111	111111	111111	Ryy_x	0.05800000000000005	7
111111	111111	Ryy_x	111111	111111	-0.17399999999999993	4
Ryy_x	111111	111111	111111	111111	0.0	0
111111	111111	111111	111111	H_y	0.0	0
111111	111111	Ryy_x	111111	111111	0.04400000000000004	9
111111	111111	Rxx_x	111111	111111	0.03600000000000003	0
111111	111111	111111	111111	Ryy_x	0.03400000000000003	3
111111	U3_x	111111	111111	111111	-0.43599999999999994	16
U3_x	111111	111111	111111	111111	-0.04399999999999993	8
U2_x	111111	111111	111111	111111	-0.17999999999999994	1
111111	111111	111111	H_y	111111	0.0	0
111111	111111	111111	111111	U2_x	0.39600000000000013	0
111111	111111	111111	111111	U3_x	-0.504	16
111111	111111	Rxx_x	111111	111111	-0.126	2
111111	111111	111111	Rxx_x	111111	0.12400000000000011	0
111111	U3_x	111111	111111	111111	0.062000000000000055	0
111111	111111	111111	U2_x	111111	-0.826	5
Ryy_x	111111	111111	111111	111111	0.01200000000000001	12
111111	111111	111111	111111	H_y	0.0	0
U2_x	111111	111111	111111	111111	0.09000000000000008	14
111111	111111	111111	111111	Rxx_x	-0.974	16
U3_x	111111	111111	111111	111111	0.06400000000000006	5
111111	111111	111111	U2_x	111111	-0.33999999999999997	5
111111	Rxx_x	111111	111111	111111	0.248	12
111111	H_y	111111	111111	111111	0.0	0
111111	111111	Rxx_x	111111	111111	-0.07599999999999996	12
111111	111111	111111	111111	H_y	0.0	0
111111	111111	U3_x	111111	111111	0.18799999999999994	9
111111	111111	111111	U3_x	111111	-0.5	16
U2_x	111111	111111	111111	111111	-0.256	0
U2_x	111111	111111	111111	111111	0.1100000000000001	15
111111	111111	H_y	111111	111111	0.0	0
111111	U2_x	111111	111111	111111	0.768	12
111111	111111	111111	111111	U3_x	-0.008000000000000007	0
U3_x	111111	111111	111111	111111	0.10400000000000009	8
111111	111111	Rxx_x	111111	111111	-0.19799999999999995	16
111111	111111	Rxx_x	111111	111111	0.1080000000000001	8
U3_x	111111	111111	111111	111111	-0.05799999999999994	7
111111	111111	H_y	111111	111111	0.0	0
111111	H_y	111111	111111	111111	0.0	0
111111	111111	Rxx_x	111111	111111	0.39600000000000013	15
111111	Rxx_x	111111	111111	111111	-0.15800000000000003	1
111111	111111	111111	H_y	111111	0.0	0
111111	111111	H_y	111111	111111	0.0	0
111111	111111	111111	111111	Ryy_x	0.01200000000000001	3
H_y	111111	111111	111111	111111	0.0	0
111111	111111	111111	U3_x	111111	-0.5	16
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	111111	U2_x	-0.016000000000000014	12
111111	111111	111111	111111	Ryy_x	0.01200000000000001	3
111111	111111	H_y	111111	111111	0.0	0
111111	111111	U2_x	111111	111111	-0.32599999999999996	11
111111	H_y	111111	111111	111111	0.0	0
