Acc0	Acc1	AccLow	Avg-Acc	loss	Acc0_tr	Acc1_tr	AccLow_tr	Avg-Acc_tr	loss_tr	Acc0_ibm	Acc1_ibm	AccLow_ibm	Avg-Acc_ibm	loss_ibm	Acc0_ibm_tr	Acc1_ibm_tr	AccLow_ibm_tr	Avg-Acc_ibm_tr	loss_ibm_tr	Acc0_mini	Acc1_mini	AccLow_mini	Avg-Acc_mini	loss_mini	Acc0_mini_tr	Acc1_mini_tr	AccLow_mini_tr	Avg-Acc_mini_tr	loss_mini_tr	RMSE_mean	RMSE_std	RMSE_mean_raw	RMSE_std_raw
1.0	0.0	0.0	0.5	0.6882063456784073	1.0	0.0	0.0	0.5	0.6933619509995351	1.0	0.0	0.0	0.5	0.696736246578701	1.0	0.0	0.0	0.5	0.6912579627015986	1.0	0.0	0.0	0.5	0.6882063456784073	1.0	0.0	0.0	0.5	0.6990519788234628	0.2806506995938377	0.028078476017794052	0.33474140228337207	0.03327807844994556
0.7297297297297297	0.3595505617977528	0.3595505617977528	0.5446401457637413	0.708111382975915	0.688715953307393	0.3333333333333333	0.3333333333333333	0.5110246433203631	0.7067673197192968	0.3963963963963964	0.6067415730337079	0.3963963963963964	0.5015689847150522	0.7382901622912474	0.75	0.65625	0.65625	0.703125	0.67824261939192	0.6936936936936937	0.4606741573033708	0.4606741573033708	0.5771839254985323	0.708111382975915	0.84375	0.625	0.625	0.734375	0.6730056250278382	0.40245960312484913	0.12602609196236914	0.432217072801728	0.14343757992757597
0.10810810810810811	0.8314606741573034	0.10810810810810811	0.46978439113270576	0.6951518255524135	0.14785992217898833	0.8847736625514403	0.14785992217898833	0.5163167923652143	0.6937680778302688	0.3783783783783784	0.6067415730337079	0.3783783783783784	0.49255997570604315	0.7052243636456105	0.46875	0.78125	0.46875	0.625	0.6802289329476245	0.13513513513513514	0.8089887640449438	0.13513513513513514	0.47206194959003944	0.6951518255524135	0.25	0.875	0.25	0.5625	0.6935954142901144	0.3806831551093085	0.13400159897776312	0.4121576040635014	0.14950229875220955
0.34234234234234234	0.7078651685393258	0.34234234234234234	0.5251037554408341	0.7221507784398756	0.3132295719844358	0.7407407407407407	0.3132295719844358	0.5269851563625882	0.7167456990962824	0.9459459459459459	0.07865168539325842	0.07865168539325842	0.5122988156696022	0.6933370305531577	0.7941176470588235	0.5666666666666667	0.5666666666666667	0.6803921568627451	0.6615233248129291	0.6936936936936937	0.3258426966292135	0.3258426966292135	0.5097681951614537	0.7221507784398756	0.8529411764705882	0.43333333333333335	0.43333333333333335	0.6431372549019607	0.6912456871529148	0.40631167990586076	0.1451651240748602	0.44601029087295785	0.15167295577461848
0.8738738738738738	0.25842696629213485	0.25842696629213485	0.5661504200830043	0.6975127980250899	0.8346303501945526	0.257201646090535	0.257201646090535	0.5459159981425438	0.7174562726597812	0.7117117117117117	0.4157303370786517	0.4157303370786517	0.5637210243951817	0.704712131120051	0.7631578947368421	0.5	0.5	0.631578947368421	0.6593737393257647	0.7027027027027027	0.4157303370786517	0.4157303370786517	0.5592165198906772	0.6975127980250899	0.6842105263157895	0.5	0.5	0.5921052631578947	0.677518908775252	0.3795187905426282	0.14047667987989387	0.4334670548643224	0.1587064106047559
0.36036036036036034	0.8539325842696629	0.36036036036036034	0.6071464723150116	0.6667849772292368	0.4066147859922179	0.8539094650205762	0.4066147859922179	0.630262125506397	0.6631638510010419	0.4954954954954955	0.7865168539325843	0.4954954954954955	0.6410061747140399	0.652262889275566	0.5161290322580645	0.8484848484848485	0.5161290322580645	0.6823069403714566	0.6713215333598225	0.6936936936936937	0.6179775280898876	0.6179775280898876	0.6558356108917907	0.6667849772292368	0.6129032258064516	0.7272727272727273	0.6129032258064516	0.6700879765395895	0.6689245960314545	0.43496825248653903	0.12244725101548062	0.47777649336979466	0.12067833238694538
0.24324324324324326	0.8089887640449438	0.24324324324324326	0.5261160036440935	0.8277348351510376	0.3326848249027237	0.8395061728395061	0.3326848249027237	0.5860954988711149	0.7876453742161702	0.25225225225225223	0.8089887640449438	0.25225225225225223	0.530620508148598	0.7198828427946482	0.48484848484848486	0.9354838709677419	0.48484848484848486	0.7101661779081134	0.6054396556644976	0.6306306306306306	0.47191011235955055	0.47191011235955055	0.5512703714950906	0.8277348351510376	0.6666666666666666	0.8387096774193549	0.6666666666666666	0.7526881720430108	0.6900730232822125	0.40753041026317377	0.13385104086521332	0.4611878962496837	0.1301520245170938
0.4774774774774775	0.8651685393258427	0.4774774774774775	0.6713230084016601	0.6509614363563619	0.45136186770428016	0.8744855967078189	0.45136186770428016	0.6629237322060495	0.6845500711121081	0.6036036036036037	0.7752808988764045	0.6036036036036037	0.689442251240004	0.5942108383995045	0.5625	0.84375	0.5625	0.703125	0.6060578642992469	0.5405405405405406	0.8539325842696629	0.5405405405405406	0.6972365624051018	0.6509614363563619	0.5	0.90625	0.5	0.703125	0.6688812073718073	0.3871513571413629	0.13489459971285733	0.456493434492473	0.1366545857768727
0.6126126126126126	0.8651685393258427	0.6126126126126126	0.7388905759692277	0.6578626410415468	0.6303501945525292	0.8477366255144033	0.6303501945525292	0.7390434100334662	0.6465609322448258	0.8108108108108109	0.5168539325842697	0.5168539325842697	0.6638323716975403	0.5803332972745477	0.7575757575757576	0.8709677419354839	0.7575757575757576	0.8142717497556207	0.5456096264296637	0.6936936936936937	0.8089887640449438	0.6936936936936937	0.7513412288693188	0.6578626410415468	0.7272727272727273	0.9032258064516129	0.7272727272727273	0.81524926686217	0.5637997683056888	0.40524897086538386	0.14008116914954938	0.4633696735794897	0.14086771201276668
0.5945945945945946	0.797752808988764	0.5945945945945946	0.6961737017916794	0.6416619072840717	0.6595330739299611	0.7736625514403292	0.6595330739299611	0.7165978126851451	0.6121736738893341	0.4864864864864865	0.8314606741573034	0.4864864864864865	0.658973580321895	0.6137427791989613	0.4857142857142857	0.896551724137931	0.4857142857142857	0.6911330049261084	0.6149672595489731	0.5945945945945946	0.797752808988764	0.5945945945945946	0.6961737017916794	0.6416619072840717	0.6	0.8275862068965517	0.6	0.7137931034482758	0.7307748508554929	0.3792060106386493	0.13183361648166786	0.46585982222797967	0.15221289084472547
