Acc0	Acc1	AccLow	BIC	F1
0.7792207792207793	0.6963123644251626	0.6963123644251626	0	0
0.764378478664193	0.9154013015184381	0.764378478664193	0	0
0.8849721706864564	0.9327548806941431	0.8849721706864564	0	0
0.9053803339517625	0.9349240780911063	0.9053803339517625	0	0
0.9053803339517625	0.9327548806941431	0.9053803339517625	0	0
0.8998144712430427	0.9327548806941431	0.8998144712430427	0	0
0.8998144712430427	0.928416485900217	0.8998144712430427	0	0
0.9313543599257885	0.9609544468546638	0.9313543599257885	0	0
0.9294990723562152	0.9544468546637744	0.9294990723562152	0	0
0.9313543599257885	0.9609544468546638	0.9313543599257885	0	0
0.9276437847866419	0.9544468546637744	0.9276437847866419	0	0
0.922077922077922	0.9587852494577006	0.922077922077922	0	0
0.935064935064935	0.9609544468546638	0.935064935064935	0	0
0.9332096474953617	0.9609544468546638	0.9332096474953617	0	0
0.9424860853432282	0.9501084598698482	0.9424860853432282	0	0
0.9369202226345084	0.9631236442516269	0.9369202226345084	0	0
0.9387755102040817	0.9609544468546638	0.9387755102040817	0	0
0.9369202226345084	0.9544468546637744	0.9369202226345084	0	0
0.9369202226345084	0.9587852494577006	0.9369202226345084	0	0
0.948051948051948	0.9522776572668112	0.948051948051948	0	0
0.9499072356215214	0.9436008676789588	0.9436008676789588	0	0
0.9517625231910947	0.9436008676789588	0.9436008676789588	0	0
0.948051948051948	0.9479392624728851	0.9479392624728851	0	0
