Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	4
H_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	1
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U1_x	-1.0	0
111111	H_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	4
111111	111111	111111	H_x	111111	111111	111111	111111	111111	111111	111111	-1.0	1
111111	111111	H_x	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	4
Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	0
111111	111111	111111	H_x	111111	111111	111111	111111	111111	111111	111111	-1.0	3
111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	1
111111	111111	111111	111111	H_x	111111	111111	111111	111111	111111	111111	-1.0	4
111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	1.0	0
111111	111111	111111	111111	111111	H_x	111111	111111	111111	111111	111111	-1.0	4
111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	-1.0	3
111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	-1.0	1
111111	111111	111111	111111	ZHn_x	111111	111111	111111	111111	111111	111111	-1.0	2
111111	111111	111111	111111	111111	111111	111111	H_x	111111	111111	111111	-1.0	4
111111	111111	111111	111111	111111	111111	ZH_x	111111	111111	111111	111111	1.0	3
111111	111111	111111	111111	111111	111111	111111	111111	H_x	111111	111111	-1.0	4
111111	111111	111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	-1.0	1
111111	111111	111111	U1_x	111111	111111	111111	111111	111111	111111	111111	1.0	3
111111	111111	111111	111111	111111	111111	U1_x	111111	111111	111111	111111	1.0	3
111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	1.0	4
111111	111111	111111	111111	111111	111111	H_x	111111	111111	111111	111111	-1.0	4
