111111	111111	111111	U3_x	111111	-0.508	16
111111	Rxx_x	111111	111111	111111	-0.16600000000000004	4
111111	111111	111111	U2_x	111111	-0.922	13
U3_x	111111	111111	111111	111111	-0.18399999999999994	12
111111	111111	111111	U3_x	111111	0.02200000000000002	15
Rxx_x	111111	111111	111111	111111	-0.17799999999999994	12
111111	Ryy_x	111111	111111	111111	-0.368	8
111111	111111	111111	111111	U2_x	-0.16200000000000003	4
U3_x	111111	111111	111111	111111	0.3540000000000001	0
111111	111111	111111	Ryy_x	111111	0.0	0
Ryy_x	111111	111111	111111	111111	-0.30599999999999994	4
111111	Rxx_x	111111	111111	111111	-0.382	4
U3_x	111111	111111	111111	111111	-0.256	12
U2_x	111111	111111	111111	111111	0.0	0
111111	U2_x	111111	111111	111111	0.27	8
111111	Rxx_x	111111	111111	111111	0.272	8
111111	111111	111111	U2_x	111111	-0.842	12
111111	111111	111111	111111	Rxx_x	-0.122	12
111111	U2_x	111111	111111	111111	-0.15800000000000003	0
111111	111111	111111	U2_x	111111	0.3880000000000001	0
111111	111111	111111	111111	Ryy_x	-0.122	4
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	111111	U2_x	-0.15600000000000003	0
Ryy_x	111111	111111	111111	111111	0.13600000000000012	0
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	111111	Ryy_x	0.32400000000000007	12
111111	H_y	111111	111111	111111	0.0	0
111111	U2_x	111111	111111	111111	-0.56	8
111111	111111	111111	111111	Rxx_x	0.08200000000000007	0
111111	111111	111111	111111	U2_x	0.3760000000000001	4
111111	111111	111111	111111	H_y	0.0	0
111111	111111	111111	111111	U2_x	0.97	16
111111	111111	111111	111111	U3_x	-0.496	16
111111	Rxx_x	111111	111111	111111	0.05800000000000005	7
111111	111111	111111	U3_x	111111	0.708	14
Rxx_x	111111	111111	111111	111111	0.12400000000000011	4
111111	111111	111111	111111	Rxx_x	0.21799999999999997	0
111111	Ryy_x	111111	111111	111111	-0.06399999999999995	5
111111	111111	111111	111111	Ryy_x	0.08000000000000007	14
111111	U2_x	111111	111111	111111	0.514	3
111111	111111	111111	111111	H_y	0.0	0
U2_x	111111	111111	111111	111111	-0.19599999999999995	7
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	111111	U2_x	0.42199999999999993	2
111111	111111	111111	U2_x	111111	-0.15800000000000003	14
U3_x	111111	111111	111111	111111	-0.14400000000000002	14
111111	111111	Rxx_x	111111	111111	0.0	0
111111	111111	111111	U3_x	111111	0.23199999999999998	15
U2_x	111111	111111	111111	111111	0.14200000000000013	7
111111	U3_x	111111	111111	111111	-0.08399999999999996	14
Ryy_x	111111	111111	111111	111111	-0.14800000000000002	12
111111	111111	111111	U2_x	111111	0.22799999999999998	2
111111	Rxx_x	111111	111111	111111	-0.13	7
111111	Rxx_x	111111	111111	111111	0.15200000000000014	9
U3_x	111111	111111	111111	111111	0.14400000000000013	2
111111	111111	111111	111111	Ryy_x	0.10400000000000009	15
111111	111111	111111	111111	U3_x	-0.264	13
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	111111	Rxx_x	0.06400000000000006	7
111111	111111	111111	U3_x	111111	-0.14800000000000002	6
111111	U2_x	111111	111111	111111	-0.998	16
111111	111111	111111	111111	U3_x	-0.628	15
111111	111111	111111	111111	Rxx_x	0.13800000000000012	15
111111	111111	111111	Rxx_x	111111	0.0	0
111111	111111	111111	111111	H_y	0.0	0
111111	111111	111111	111111	U2_x	-1.0	7
Ryy_x	111111	111111	111111	111111	0.09000000000000008	11
111111	Ryy_x	111111	111111	111111	0.15000000000000013	5
111111	U2_x	111111	111111	111111	0.238	9
111111	111111	111111	U2_x	111111	-0.14	6
111111	111111	111111	U2_x	111111	0.04200000000000004	3
111111	111111	111111	111111	U2_x	-0.29799999999999993	11
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	111111	Rxx_x	0.13000000000000012	2
111111	111111	111111	111111	U3_x	-0.42399999999999993	7
111111	U3_x	111111	111111	111111	0.20999999999999996	12
Ryy_x	111111	111111	111111	111111	0.14800000000000013	0
111111	111111	111111	111111	U2_x	0.13800000000000012	12
111111	111111	111111	111111	Ryy_x	-0.128	6
Ryy_x	111111	111111	111111	111111	-0.08799999999999997	4
111111	H_y	111111	111111	111111	0.0	0
H_y	111111	111111	111111	111111	0.0	0
Ryy_x	111111	111111	111111	111111	0.14600000000000013	15
111111	111111	111111	111111	H_y	0.0	0
Ryy_x	111111	111111	111111	111111	-0.27	11
U3_x	111111	111111	111111	111111	-0.41800000000000004	16
111111	111111	111111	111111	H_y	0.0	0
111111	U2_x	111111	111111	111111	0.09800000000000009	9
U2_x	111111	111111	111111	111111	-0.12	6
111111	111111	111111	U2_x	111111	-0.10199999999999998	12
Rxx_x	111111	111111	111111	111111	0.41999999999999993	3
111111	111111	U3_x	111111	111111	0.0	0
111111	Rxx_x	111111	111111	111111	-0.07199999999999995	11
U2_x	111111	111111	111111	111111	-0.07399999999999995	4
U2_x	111111	111111	111111	111111	0.10400000000000009	10
111111	111111	111111	111111	U2_x	-0.10999999999999999	3
111111	111111	111111	U3_x	111111	0.15399999999999991	13
Ryy_x	111111	111111	111111	111111	0.062000000000000055	7
U3_x	111111	111111	111111	111111	-0.10799999999999998	2
111111	H_y	111111	111111	111111	0.0	0
