Acc0	Acc1	AccAver	threshold
0.7507747512640679	0.6921232244973252	0.7214489878806966	0.8799042900236318
0.7287555048116131	0.5249953883047408	0.626875446558177	0.978814525203547
1.0	0.0	0.5	inf
0.7832327515902789	0.793027116768124	0.7881299341792014	0.7577678155216967
0.8308595661392921	0.815347721822542	0.8231036439809171	0.8616289395409957
0.8510846517696949	0.8498432023611879	0.8504639270654415	0.5792697852665569
0.8747349535149241	0.8749308245711124	0.8748328890430183	0.8499753113676547
0.8262926113195237	0.8387751337391626	0.8325338725293432	0.8930122157969091
1.0	0.00018446781036709093	0.5000922339051835	0.999999997365649
0.7626814549013211	0.6155690831949825	0.6891252690481517	0.8131522802600075
0.7556679171423911	0.8225419664268585	0.7891049417846248	0.5705255863989069
0.8572826618822378	0.7913669064748201	0.824324784178529	0.3757001545883285
0.7447398466808025	0.7900756318022505	0.7674077392415265	0.6356147084206436
0.8869678682107324	0.8502121379819222	0.8685900030963273	-0.1300498319559784
0.8535312347088566	0.8553772366722007	0.8544542356905287	0.021281717486455687
0.8541836568259664	0.8570374469655045	0.8556105518957355	0.012721478911368989
0.8556516065894634	0.831765356945213	0.8437084817673381	-0.1861157129022909
0.8088403196868373	0.843755764619074	0.8262980421529557	0.22240884208779899
0.7708367313651933	0.4519461353993728	0.611391433382283	0.7645976021107876
0.7706736258359158	0.7535510053495665	0.7621123155927412	0.4350074242514479
0.8638068830533355	0.9014941892639734	0.8826505361586545	0.2913196834575069
0.887946501386397	0.90868843386829	0.8983174676273435	0.11090782973567226
0.7282661882237808	0.7476480354178195	0.7379571118208001	0.4242460846370839
0.8564671342358506	0.9280575539568345	0.8922623440963426	0.07066307702366426
