Rxx_x	111111	111111	111111	111111	-0.508	16
111111	Rxx_x	111111	111111	111111	-0.16600000000000004	4
111111	Rxx_x	111111	111111	111111	0.3600000000000001	8
111111	Rxx_x	111111	111111	111111	-0.376	4
111111	Rxx_x	111111	111111	111111	0.3400000000000001	8
111111	Rxx_x	111111	111111	111111	-0.278	4
111111	Rxx_x	111111	111111	111111	0.244	10
111111	Rxx_x	111111	111111	111111	-0.262	6
Rxx_x	111111	111111	111111	111111	0.1180000000000001	5
111111	Rxx_x	111111	111111	111111	0.266	9
111111	Rxx_x	111111	111111	111111	-0.32399999999999995	5
111111	Rxx_x	111111	111111	111111	0.28400000000000003	9
111111	Rxx_x	111111	111111	111111	-0.21599999999999997	5
111111	Rxx_x	111111	111111	111111	0.22199999999999998	11
111111	Rxx_x	111111	111111	111111	-0.19799999999999995	7
Rxx_x	111111	111111	111111	111111	0.1180000000000001	15
111111	Rxx_x	111111	111111	111111	0.19599999999999995	10
111111	Rxx_x	111111	111111	111111	-0.19799999999999995	6
111111	Rxx_x	111111	111111	111111	0.15599999999999992	8
111111	Rxx_x	111111	111111	111111	-0.10399999999999998	7
111111	Rxx_x	111111	111111	111111	0.1260000000000001	11
111111	Rxx_x	111111	111111	111111	-0.09799999999999998	7
Rxx_x	111111	111111	111111	111111	0.040000000000000036	14
111111	111111	Rxx_x	111111	111111	-0.246	4
111111	111111	Rxx_x	111111	111111	0.39600000000000013	12
111111	111111	Ryy_x	111111	111111	0.3560000000000001	8
111111	111111	Rxx_x	111111	111111	0.28	12
111111	111111	Rxx_x	111111	111111	-0.22199999999999998	8
111111	111111	Rxx_x	111111	111111	0.19199999999999995	14
111111	111111	Rxx_x	111111	111111	-0.21399999999999997	6
Rxx_x	111111	111111	111111	111111	0.07000000000000006	16
111111	111111	Rxx_x	111111	111111	0.22999999999999998	14
111111	111111	Rxx_x	111111	111111	-0.258	10
111111	111111	Rxx_x	111111	111111	0.21399999999999997	14
111111	111111	Rxx_x	111111	111111	-0.18599999999999994	6
111111	111111	Rxx_x	111111	111111	0.15000000000000013	14
111111	111111	Rxx_x	111111	111111	-0.128	10
111111	111111	Rxx_x	111111	111111	0.14400000000000013	15
111111	111111	Rxx_x	111111	111111	-0.14600000000000002	7
Rxx_x	111111	111111	111111	111111	0.04600000000000004	16
111111	111111	Rxx_x	111111	111111	0.14000000000000012	12
111111	111111	Rxx_x	111111	111111	-0.11199999999999999	8
111111	111111	Ryy_x	111111	111111	-0.09199999999999997	13
111111	111111	Rxx_x	111111	111111	-0.10399999999999998	9
111111	111111	Rxx_x	111111	111111	0.08400000000000007	13
111111	111111	Rxx_x	111111	111111	-0.08199999999999996	5
111111	111111	Rxx_x	111111	111111	0.07000000000000006	13
111111	111111	111111	Rxx_x	111111	-0.19199999999999995	15
Rxx_x	111111	111111	111111	111111	0.508	8
Rxx_x	111111	111111	111111	111111	-0.268	0
Ryy_x	111111	111111	111111	111111	-0.32999999999999996	6
Rxx_x	111111	111111	111111	111111	-0.18199999999999994	2
Rxx_x	111111	111111	111111	111111	0.19999999999999996	15
Rxx_x	111111	111111	111111	111111	-0.14400000000000002	3
Rxx_x	111111	111111	111111	111111	0.14600000000000013	9
Rxx_x	111111	111111	111111	111111	-0.132	1
Rxx_x	111111	111111	111111	111111	0.12200000000000011	7
Rxx_x	111111	111111	111111	111111	-0.11199999999999999	3
Rxx_x	111111	111111	111111	111111	0.1160000000000001	11
Rxx_x	111111	111111	111111	111111	-0.10399999999999998	2
Rxx_x	111111	111111	111111	111111	0.1080000000000001	10
Rxx_x	111111	111111	111111	111111	-0.09999999999999998	3
Rxx_x	111111	111111	111111	111111	0.08400000000000007	9
111111	111111	111111	Rxx_x	111111	0.244	3
111111	Rxx_x	111111	111111	111111	0.09200000000000008	11
Rxx_x	111111	111111	111111	111111	-0.03600000000000003	16
Rxx_x	111111	111111	111111	111111	0.09800000000000009	11
Rxx_x	111111	111111	111111	111111	-0.041999999999999926	16
Ryy_x	111111	111111	111111	111111	-0.08399999999999996	10
Ryy_x	111111	111111	111111	111111	0.038000000000000034	16
Rxx_x	111111	111111	111111	111111	0.07400000000000007	12
Ryy_x	111111	111111	111111	111111	0.03600000000000003	16
Rxx_x	111111	111111	111111	111111	0.07400000000000007	11
Rxx_x	111111	111111	111111	111111	-0.03200000000000003	16
