Acc0	Acc1	AccLow	Avg-Acc	loss	Acc0_tr	Acc1_tr	AccLow_tr	Avg-Acc_tr	loss_tr	Acc0_ibm	Acc1_ibm	AccLow_ibm	Avg-Acc_ibm	loss_ibm	Acc0_ibm_tr	Acc1_ibm_tr	AccLow_ibm_tr	Avg-Acc_ibm_tr	loss_ibm_tr	Acc0_mini	Acc1_mini	AccLow_mini	Avg-Acc_mini	loss_mini	Acc0_mini_tr	Acc1_mini_tr	AccLow_mini_tr	Avg-Acc_mini_tr	loss_mini_tr	RMSE_mean	RMSE_std	RMSE_mean_raw	RMSE_std_raw
0.5963302752293578	0.7032967032967034	0.5963302752293578	0.6498134892630305	0.6993268009866048	0.7507747512640679	0.6921232244973252	0.6921232244973252	0.7214489878806966	0.6251735780499768	0.7798165137614679	0.5824175824175825	0.5824175824175825	0.6811170480895252	0.7192434387642157	0.9459459459459459	0.5925925925925926	0.5925925925925926	0.7692692692692693	0.6574714563616657	0.8165137614678899	0.5384615384615384	0.5384615384615384	0.6774876499647142	0.6993268009866048	0.9459459459459459	0.5925925925925926	0.5925925925925926	0.7692692692692693	0.6646244895162834	0.2950433971166818	0.014077994538660783	0.29839526498734664	0.015361950686231895
0.5779816513761468	0.7692307692307693	0.5779816513761468	0.673606210303458	0.5833939700209237	0.7413146305659762	0.7273565762774395	0.7273565762774395	0.7343356034217079	0.5729299635485757	0.6880733944954128	0.6263736263736264	0.6263736263736264	0.6572235104345197	0.5831891791758241	0.8529411764705882	0.7333333333333333	0.7333333333333333	0.7931372549019607	0.5135782637107476	0.6788990825688074	0.6483516483516484	0.6483516483516484	0.6636253654602279	0.5833939700209237	0.8529411764705882	0.7333333333333333	0.7333333333333333	0.7931372549019607	0.5171142475553276	0.27860737065727725	0.1371358567786325	0.2803221008892355	0.13834344627196227
0.7155963302752294	0.7472527472527473	0.7155963302752294	0.7314245387639884	0.5437768689815284	0.8044364703963465	0.7332595462091865	0.7332595462091865	0.7688480083027665	0.5334091755914191	0.7431192660550459	0.7252747252747253	0.7252747252747253	0.7341969956648855	0.5514679734123253	0.7567567567567568	0.7777777777777778	0.7567567567567568	0.7672672672672673	0.5500346662659787	0.8256880733944955	0.6593406593406593	0.6593406593406593	0.7425143663675774	0.5437768689815284	0.8648648648648649	0.6666666666666666	0.6666666666666666	0.7657657657657657	0.5461918880764157	0.3017765072516507	0.15873184903968723	0.30153226446111203	0.1587715964286924
0.8165137614678899	0.7472527472527473	0.7472527472527473	0.7818832543603186	0.5272869017048795	0.8636437775240581	0.7648035417819591	0.7648035417819591	0.8142236596530086	0.5317631620975126	0.6972477064220184	0.8791208791208791	0.6972477064220184	0.7881842927714487	0.5198303826995112	0.6857142857142857	0.9655172413793104	0.6857142857142857	0.825615763546798	0.456729900998892	0.6972477064220184	0.8791208791208791	0.6972477064220184	0.7881842927714487	0.5272869017048795	0.6857142857142857	0.9655172413793104	0.6857142857142857	0.825615763546798	0.4649510201395345	0.28611406995338345	0.14453835400990045	0.28575726299166143	0.14460371092146226
0.7889908256880734	0.8901098901098901	0.7889908256880734	0.8395503578989818	0.46049991478411934	0.8722883705757625	0.8690278546393654	0.8690278546393654	0.8706581126075639	0.42299825505829414	0.8348623853211009	0.8681318681318682	0.8348623853211009	0.8514971267264846	0.46618294263605053	0.9117647058823529	0.8	0.8	0.8558823529411765	0.4862289434153805	0.8990825688073395	0.8241758241758241	0.8241758241758241	0.8616291964915819	0.46049991478411934	0.9411764705882353	0.7666666666666667	0.7666666666666667	0.853921568627451	0.4816360932288999	0.3271610308660299	0.1505036373741629	0.32440287236655363	0.15131423574246802
0.8348623853211009	0.8241758241758241	0.8241758241758241	0.8295191047484625	0.43122204231040684	0.8819115968031316	0.8603578675521122	0.8603578675521122	0.8711347321776219	0.406513001387505	0.9174311926605505	0.7692307692307693	0.7692307692307693	0.84333098094566	0.4281500339414997	0.9722222222222222	0.9285714285714286	0.9285714285714286	0.9503968253968254	0.4146422671934513	0.9541284403669725	0.7582417582417582	0.7582417582417582	0.8561850993043654	0.43122204231040684	0.9722222222222222	0.9285714285714286	0.9285714285714286	0.9503968253968254	0.41484242071789207	0.28853608648351925	0.14011405301166222	0.28833913378934234	0.14022292148923887
0.8899082568807339	0.8571428571428571	0.8571428571428571	0.8735255570117955	0.3941726853862143	0.892350350676888	0.8682899833978971	0.8682899833978971	0.8803201670373926	0.38214422200615955	0.8165137614678899	0.9120879120879121	0.8165137614678899	0.864300836777901	0.39246068130391215	0.8571428571428571	0.9655172413793104	0.8571428571428571	0.9113300492610837	0.37187373002995117	0.8165137614678899	0.9120879120879121	0.8165137614678899	0.864300836777901	0.3941726853862143	0.8571428571428571	0.9655172413793104	0.8571428571428571	0.9113300492610837	0.36878003789225655	0.30283110060182655	0.16224317758851467	0.30213072343537484	0.16182937526469693
0.8623853211009175	0.8681318681318682	0.8623853211009175	0.8652585946163929	0.3988313992966912	0.8967541999673789	0.8555617044825677	0.8555617044825677	0.8761579522249734	0.3865251061261762	0.9541284403669725	0.7802197802197802	0.7802197802197802	0.8671741102933763	0.3959190856301948	0.972972972972973	0.8888888888888888	0.8888888888888888	0.9309309309309309	0.3269345263390824	0.963302752293578	0.7142857142857143	0.7142857142857143	0.8387942332896461	0.3988313992966912	0.972972972972973	0.8888888888888888	0.8888888888888888	0.9309309309309309	0.32438740655313525	0.3004083618434499	0.1484372947355334	0.3019575856179001	0.14992508494969628
0.8532110091743119	0.9010989010989011	0.8532110091743119	0.8771549551366065	0.3857978077950706	0.8944707225574947	0.8904261206419479	0.8904261206419479	0.8924484215997213	0.34780985232905454	0.8899082568807339	0.8681318681318682	0.8681318681318682	0.879020062506301	0.39068345939826105	1.0	0.9714285714285714	0.9714285714285714	0.9857142857142858	0.270293049808477	0.8899082568807339	0.8681318681318682	0.8681318681318682	0.879020062506301	0.3857978077950706	1.0	0.9714285714285714	0.9714285714285714	0.9857142857142858	0.2659760627569913	0.3061920743145444	0.1550652677125614	0.30818643813118046	0.14966152568277397
0.8440366972477065	0.8681318681318682	0.8440366972477065	0.8560842826897873	0.36186484220098847	0.902299787962812	0.8699501936912009	0.8699501936912009	0.8861249908270064	0.33301729780793504	0.7431192660550459	0.9010989010989011	0.7431192660550459	0.8221090835769735	0.3649054798401239	0.9090909090909091	0.967741935483871	0.9090909090909091	0.9384164222873901	0.2774528543588312	0.7522935779816514	0.9010989010989011	0.7522935779816514	0.8266962395402763	0.36186484220098847	0.9090909090909091	0.967741935483871	0.9090909090909091	0.9384164222873901	0.2726299501133857	0.2916628487139813	0.1488902497638982	0.293218073454112	0.1501996018958861
