111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.8	8
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.28	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.40000000000000013	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.4	1
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.26	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.17999999999999994	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.17999999999999994	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.28	1
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.19999999999999996	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.17999999999999994	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.17999999999999994	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.29999999999999993	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.08000000000000007	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.10000000000000009	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.45999999999999996	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.17999999999999994	1
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.19999999999999996	7
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.30000000000000004	7
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.17999999999999994	9
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.09999999999999998	1
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.12	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.14000000000000012	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.19999999999999996	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.06000000000000005	7
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.28	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.28	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.29999999999999993	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.09999999999999998	1
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.3400000000000001	6
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.36	8
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.14	3
