Acc0	Acc1	AccAver	threshold
1.0	0.0	0.5	inf
0.9202334630350194	0.08436213991769548	0.5022978014763575	2.220446049250313e-16
0.0019455252918287938	1.0	0.5009727626459144	-4.440892098500626e-16
1.0	0.0	0.5	inf
0.9980544747081712	0.00205761316872428	0.5000560439384477	6.661338147750939e-16
1.0	0.0	0.5	inf
1.0	0.0	0.5	inf
1.0	0.0	0.5	inf
1.0	0.0	0.5	inf
0.4377431906614786	0.6234567901234568	0.5305999903924676	-0.030639561428562723
0.4377431906614786	0.6234567901234568	0.5305999903924676	-0.030639561428563056
0.4377431906614786	0.6234567901234568	0.5305999903924676	-0.030639561428563056
0.39883268482490275	0.7325102880658436	0.5656714864453731	-0.019101166038752115
0.2509727626459144	0.9053497942386831	0.5781612784422987	-0.20457892189514182
0.2529182879377432	0.9320987654320988	0.592508526684921	-0.1526952949626703
0.3638132295719844	0.8991769547325102	0.6314950921522473	-0.06837815418834192
0.3638132295719844	0.8991769547325102	0.6314950921522473	-0.06837815418834226
0.3638132295719844	0.8991769547325102	0.6314950921522473	-0.06837815418834226
0.38132295719844356	0.8415637860082305	0.611443371603337	-0.1752439018038231
0.7042801556420234	0.6872427983539094	0.6957614769979664	-0.18162699618575773
0.7373540856031129	0.7325102880658436	0.7349321868344783	-0.09314511134514314
0.6303501945525292	0.6646090534979424	0.6474796240252358	-0.15773586500234893
0.6614785992217899	0.8806584362139918	0.7710685177178909	-0.14188655513960802
0.3968871595330739	0.9588477366255144	0.6778674480792941	-0.4924412141939464
0.5914396887159533	0.9074074074074074	0.7494235480616804	-0.27867039573081753
0.9182879377431906	0.4094650205761317	0.6638764791596612	0.3968778602727969
0.7665369649805448	0.5123456790123457	0.6394413219964452	0.34367869646366733
0.7334630350194552	0.676954732510288	0.7052088837648716	0.17599975750635788
0.5097276264591439	0.9259259259259259	0.717826776192535	-0.34157448900969656
0.6206225680933852	0.897119341563786	0.7588709548285857	-0.12146376820007532
0.5	0.8662551440329218	0.6831275720164609	-0.51051043065381
0.745136186770428	0.8374485596707819	0.791292373220605	-0.10268364509385353
0.8132295719844358	0.8600823045267489	0.8366559382555924	0.009942985808832017
0.6459143968871596	0.7860082304526749	0.7159613136699172	-0.12879868107322845
0.6342412451361867	0.8024691358024691	0.7183551904693279	-0.18508006497805718
0.7568093385214008	0.6893004115226338	0.7230548750220173	-0.06717794870897864
0.7373540856031129	0.8600823045267489	0.7987181950649309	0.007579635143697416
0.6342412451361867	0.7695473251028807	0.7018942851195338	-0.19963089179932902
0.7937743190661478	0.8353909465020576	0.8145826327841027	0.041436063096954134
0.6945525291828794	0.7592592592592593	0.7269058942210693	-0.13139187937024532
0.8249027237354085	0.7962962962962963	0.8105995100158524	0.0627490119862355
0.7782101167315175	0.8641975308641975	0.8212038237978575	-0.12013301062795678
0.7937743190661478	0.9012345679012346	0.8475044434836911	-0.12287648968611453
0.6342412451361867	0.9197530864197531	0.77699716577797	-0.3693929418105638
0.6964980544747081	0.8065843621399177	0.751541208307313	-0.2987735483490175
0.642023346303502	0.7530864197530864	0.6975548830282943	-0.3328495061234864
0.6867704280155642	0.8683127572016461	0.7775415926086051	-0.3402697262193377
