1	0.6931471805599454
2	0.6458209292913348
3	0.5770656784072192
4	0.5561016581091762
5	0.5546703449581637
6	0.5545219131453348
7	0.5507469149696246
8	0.5506959991103902
9	0.5203287695878185
10	0.5162494119839173
11	0.5159308396997033
12	0.5097999033414434
13	0.5090447787682348
14	0.48385023984429265
15	0.47505702565100194
16	0.47316995006161616
17	0.4716441393320006
18	0.4653907291703214
19	0.458183140787961
20	0.45406522303013896
21	0.4373550906169606
22	0.4256158799842683
23	0.41210778135476456
24	0.40866308223545067
25	0.40655936051437847
26	0.4059963787909762
27	0.39856789473203846
28	0.397310162864071
29	0.39571008922554646
30	0.3956461717325019
31	0.3947462562059352
32	0.3944889792898204
33	0.38807777372987023
34	0.38327618227557353
35	0.382139768358498
36	0.38172784748963046
37	0.3814982243764899
38	0.38128120803313903
39	0.37929267973199227
40	0.3781934606919468
41	0.3772133293731906
42	0.3744978029365067
43	0.37392437054964167
44	0.36084334975513854
45	0.35417604835724875
46	0.35310534089976137
47	0.35243867695782594
48	0.35163322347291426
49	0.3501976398071495
50	0.3478286752612801
51	0.34728892894229124
52	0.3459579227341892
53	0.34462603432839634
54	0.3445763300625054
55	0.34429825259868885
56	0.34286938269562245
57	0.3419008141895344
58	0.3414816501421667
59	0.3399397311911085
60	0.33865050433082383
61	0.3372530198304131
62	0.3370169927922976
63	0.3350580931956467
64	0.3214026592869558
65	0.31269493143819055
66	0.311927551343903
67	0.3112170213681147
68	0.31069137185728635
69	0.31039177976266197
70	0.31029584006528393
71	0.31029504497597293
72	0.3102697351618043
73	0.3096137243381897
74	0.3092066525441405
75	0.3083469579481066
76	0.3077297459371954
77	0.3049094049262028
78	0.3015105712413308
79	0.30071735949500983
80	0.29949460261843763
81	0.2987915565270045
82	0.2986792833053027
83	0.29835725776691635
84	0.29785153679121235
85	0.2977232372619667
86	0.2973599180724857
87	0.2969650890265252
88	0.29683195276375957
89	0.29648943055138927
90	0.2964731332404876
