Acc0	Acc1	AccAver	threshold
1.0	0.0	0.5	inf
0.6640026096884685	0.730308061243313	0.6971553354658908	0.07289836692083695
0.6640026096884685	0.730308061243313	0.6971553354658908	0.07289836692083695
0.699233404012396	0.4923445858697657	0.5957889949410808	-0.029386210335098917
0.6209427499592236	0.5807046670356023	0.600823708497413	-0.02582341043079095
0.6209427499592236	0.5807046670356023	0.600823708497413	-0.0634826759439765
0.7307127711629424	0.7695997048515034	0.7501562380072229	-0.24907679034293306
0.7569727613766106	0.750599520383693	0.7537861408801518	-0.11264965997619791
0.7276137661066711	0.7572403615569083	0.7424270638317897	0.048086454619471475
0.8574457674115152	0.742298468917174	0.7998721181643447	0.21481513365109484
0.8553253955309085	0.7057738424644899	0.7805496189976993	0.01722991386562156
0.8471701190670363	0.7767939494558199	0.8119820342614281	-0.1672069779548606
0.8541836568259664	0.7221914775871611	0.7881875672065637	0.030552095308667093
0.8582612950579025	0.7258808337945029	0.7920710644262027	-0.009154087985558168
0.8328168324906214	0.7557646190739716	0.7942907257822965	0.03254145253820928
0.8228673952046974	0.7751337391625162	0.7990005671836068	-0.019777806306350287
0.8274343500244659	0.7614831211953514	0.7944587356099087	-0.005478902015941034
0.8313488827271245	0.7577937649880095	0.794571323857567	-0.014746790122387221
0.8424400587179905	0.7636967349197565	0.8030683968188735	-0.02519255472445303
0.8153645408579351	0.7874930824571112	0.8014288116575232	-0.005273545425649284
0.8351003099005057	0.7814056447149972	0.8082529773077514	-0.04144562649931427
0.8138965910944381	0.7880464858882125	0.8009715384913253	-0.04480863666394497
0.81569075191649	0.7967164729754658	0.8062036124459779	-0.05272793479695703
0.8166693850921546	0.7825124515771997	0.7995909183346772	-0.11849338128257625
0.8125917468602185	0.7933960523888581	0.8029938996245383	-0.13028812744949136
0.8184635459142064	0.7906290352333518	0.8045462905737791	-0.13773282567023715
0.8313488827271245	0.7793764988009593	0.8053626907640419	-0.015559461194909252
0.8018267819279074	0.8103670909426305	0.8060969364352689	-0.06430554636667862
0.8275974555537433	0.7694152370411363	0.7985063462974398	-0.022926123818079347
