Acc0	Acc1	AccLow	Avg-Acc	loss	Acc0_tr	Acc1_tr	AccLow_tr	Avg-Acc_tr	loss_tr	Acc0_ibm	Acc1_ibm	AccLow_ibm	Avg-Acc_ibm	loss_ibm	Acc0_ibm_tr	Acc1_ibm_tr	AccLow_ibm_tr	Avg-Acc_ibm_tr	loss_ibm_tr	Acc0_mini	Acc1_mini	AccLow_mini	Avg-Acc_mini	loss_mini	Acc0_mini_tr	Acc1_mini_tr	AccLow_mini_tr	Avg-Acc_mini_tr	loss_mini_tr	RMSE_mean	RMSE_std	RMSE_mean_raw	RMSE_std_raw
1.0	0.0	0.0	0.5	0.6944936692407583	1.0	0.0	0.0	0.5	0.6942421762982645	1.0	0.0	0.0	0.5	0.715107379277958	1.0	0.0	0.0	0.5	0.6808942471601691	1.0	0.0	0.0	0.5	0.6944936692407583	1.0	0.0	0.0	0.5	0.68529845853082	0.27031905225131214	0.03983420205446764	0.3258298708704316	0.021087465360729776
1.0	0.0	0.0	0.5	0.7129148959821395	1.0	0.0	0.0	0.5	0.7136733831969593	1.0	0.0	0.0	0.5	0.7117241977276402	0.6111111111111112	0.6071428571428571	0.6071428571428571	0.6091269841269842	0.6772861712603389	1.0	0.0	0.0	0.5	0.7129148959821395	1.0	0.0	0.0	0.5	0.6873159524819797	0.3733010991861762	0.1376209252918399	0.40045712288262375	0.15386470507267538
0.8080808080808081	0.6831683168316832	0.6831683168316832	0.7456245624562456	0.6612098795852854	0.8296146044624746	0.6627218934911243	0.6627218934911243	0.7461682489767995	0.6602169546427216	0.6464646464646465	0.7425742574257426	0.6464646464646465	0.6945194519451945	0.6660740687155956	0.7741935483870968	0.8181818181818182	0.7741935483870968	0.7961876832844574	0.643819999075262	0.7373737373737373	0.7326732673267327	0.7326732673267327	0.735023502350235	0.6612098795852854	0.8064516129032258	0.7878787878787878	0.7878787878787878	0.7971652003910068	0.6412959052250516	0.4472181930165938	0.12391865198776504	0.46224683450734794	0.13845625459077346
0.7575757575757576	0.8316831683168316	0.7575757575757576	0.7946294629462947	0.6862571344393003	0.7565922920892495	0.883629191321499	0.7565922920892495	0.8201107417053742	0.68121897739174	0.35353535353535354	0.9603960396039604	0.35353535353535354	0.656965696569657	0.7286875049370113	0.6538461538461539	0.9473684210526315	0.6538461538461539	0.8006072874493927	0.6173850810766559	0.7777777777777778	0.7920792079207921	0.7777777777777778	0.784928492849285	0.6862571344393003	0.8461538461538461	0.9473684210526315	0.8461538461538461	0.8967611336032388	0.6212267791846704	0.37887167787505366	0.1172536964849704	0.4181058435484032	0.13417107823007127
0.6767676767676768	0.7524752475247525	0.6767676767676768	0.7146214621462146	0.6494711217936632	0.6450304259634888	0.7988165680473372	0.6450304259634888	0.721923497005413	0.6453314845331816	0.7272727272727273	0.6732673267326733	0.6732673267326733	0.7002700270027002	0.650163306663915	0.7419354838709677	0.7878787878787878	0.7419354838709677	0.7649071358748778	0.6291755290739173	0.7575757575757576	0.6435643564356436	0.6435643564356436	0.7005700570057005	0.6494711217936632	0.7741935483870968	0.7878787878787878	0.7741935483870968	0.7810361681329423	0.6354091769792549	0.371897797975976	0.13411557714298655	0.4072801146580847	0.15188751411303933
0.6868686868686869	0.7524752475247525	0.6868686868686869	0.7196719671967197	0.6703832157641161	0.6937119675456389	0.8264299802761341	0.6937119675456389	0.7600709739108865	0.6642474071917794	0.5858585858585859	0.7821782178217822	0.5858585858585859	0.684018401840184	0.7010626550614819	0.8484848484848485	0.9354838709677419	0.8484848484848485	0.8919843597262952	0.5795285822756697	0.6868686868686869	0.7425742574257426	0.6868686868686869	0.7147214721472147	0.6703832157641161	0.7878787878787878	0.9032258064516129	0.7878787878787878	0.8455522971652003	0.5817377332817018	0.3856993363595734	0.13784156543975373	0.4248856626871105	0.1575589037564603
0.6868686868686869	0.7524752475247525	0.6868686868686869	0.7196719671967197	0.6498677235263105	0.6937119675456389	0.8264299802761341	0.6937119675456389	0.7600709739108865	0.6418750310647454	0.6767676767676768	0.7821782178217822	0.6767676767676768	0.7294729472947294	0.6438064102685908	0.8333333333333334	0.8235294117647058	0.8235294117647058	0.8284313725490196	0.5983863507538612	0.6868686868686869	0.7524752475247525	0.6868686868686869	0.7196719671967197	0.6498677235263105	0.7666666666666667	0.9411764705882353	0.7666666666666667	0.853921568627451	0.606569643815547	0.37377416030489186	0.1311296974460613	0.41557002782888997	0.1502366231288681
0.7676767676767676	0.5544554455445545	0.5544554455445545	0.6610661066106611	0.6559588955892964	0.7728194726166329	0.6193293885601578	0.6193293885601578	0.6960744305883954	0.6520553100696379	0.9191919191919192	0.297029702970297	0.297029702970297	0.6081108110811081	0.6585700498966597	0.9333333333333333	0.6470588235294118	0.6470588235294118	0.7901960784313726	0.6262727756206374	0.8888888888888888	0.43564356435643564	0.43564356435643564	0.6622662266226622	0.6559588955892964	0.8666666666666667	0.7058823529411765	0.7058823529411765	0.7862745098039217	0.637395891827355	0.3957976085756648	0.12752438458529058	0.4332455158509466	0.14476608448524436
0.7272727272727273	0.5742574257425742	0.5742574257425742	0.6507650765076507	0.6300738762786413	0.7525354969574036	0.6646942800788954	0.6646942800788954	0.7086148885181496	0.6220544801583435	0.43434343434343436	0.9108910891089109	0.43434343434343436	0.6726172617261726	0.6367362195051349	0.5294117647058824	1.0	0.5294117647058824	0.7647058823529411	0.6136680304481108	0.6868686868686869	0.6534653465346535	0.6534653465346535	0.6701670167016702	0.6300738762786413	0.7352941176470589	0.8	0.7352941176470589	0.7676470588235295	0.6174518836306416	0.40874994584433305	0.13822598239836187	0.4402443830096171	0.1519958431979179
0.7171717171717171	0.8217821782178217	0.7171717171717171	0.7694769476947694	0.6620509195517034	0.744421906693712	0.8303747534516766	0.744421906693712	0.7873983300726943	0.6608769116856853	0.7575757575757576	0.7524752475247525	0.7524752475247525	0.755025502550255	0.631082683704346	0.7272727272727273	0.8709677419354839	0.7272727272727273	0.7991202346041055	0.608583014563679	0.7171717171717171	0.8217821782178217	0.7171717171717171	0.7694769476947694	0.6620509195517034	0.7575757575757576	0.9032258064516129	0.7575757575757576	0.8304007820136852	0.6310571092442154	0.3962179104430007	0.13579303569968962	0.42352726782858563	0.1478940574366027
