111111	111111	111111	111111	Rxx_x	-1.0	4
111111	111111	111111	U3_x	111111	-0.796	0
111111	111111	111111	111111	H_y	0.0	0
111111	111111	111111	111111	H_y	0.0	0
111111	111111	111111	111111	U2_x	-0.26	4
U3_x	111111	111111	111111	111111	0.0	0
111111	111111	111111	U2_x	111111	-0.49	0
111111	111111	111111	111111	U3_x	0.13000000000000012	3
111111	111111	111111	111111	H_y	0.0	0
111111	111111	111111	111111	H_y	0.0	0
Rxx_x	111111	111111	111111	111111	0.0	0
111111	111111	111111	111111	U2_x	0.14400000000000013	1
111111	111111	111111	Ryy_x	111111	-0.10599999999999998	4
111111	111111	111111	U3_x	111111	0.276	3
111111	111111	111111	Rxx_x	111111	-0.606	4
U2_x	111111	111111	111111	111111	0.0	0
111111	111111	U3_x	111111	111111	0.1200000000000001	4
111111	111111	U2_x	111111	111111	0.3500000000000001	4
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	U2_x	111111	0.040000000000000036	10
111111	111111	111111	H_y	111111	0.0	0
111111	U3_x	111111	111111	111111	-0.5	10
111111	111111	Ryy_x	111111	111111	0.0	0
111111	111111	111111	111111	U2_x	0.796	1
111111	111111	U3_x	111111	111111	-0.08199999999999996	4
111111	111111	Ryy_x	111111	111111	0.0	0
111111	111111	Ryy_x	111111	111111	0.0	0
111111	111111	111111	111111	U2_x	-0.128	4
111111	111111	111111	111111	Ryy_x	0.492	10
111111	111111	111111	U2_x	111111	-0.19399999999999995	0
111111	111111	U3_x	111111	111111	-0.08199999999999996	4
H_y	111111	111111	111111	111111	0.0	0
111111	111111	111111	Rxx_x	111111	-0.238	0
Ryy_x	111111	111111	111111	111111	0.758	0
H_y	111111	111111	111111	111111	0.0	0
111111	111111	111111	H_y	111111	0.0	0
111111	111111	111111	111111	Ryy_x	0.966	4
111111	111111	111111	Rxx_x	111111	-0.22199999999999998	0
111111	111111	111111	H_y	111111	0.0	0
U2_x	111111	111111	111111	111111	-0.44799999999999995	0
111111	111111	111111	H_y	111111	0.0	0
111111	111111	H_y	111111	111111	0.0	0
111111	111111	111111	U2_x	111111	0.3520000000000001	9
111111	U3_x	111111	111111	111111	0.0	0
111111	111111	111111	111111	Ryy_x	-0.42599999999999993	1
111111	111111	111111	111111	Ryy_x	0.1160000000000001	7
111111	111111	111111	U3_x	111111	-0.6819999999999999	4
U3_x	111111	111111	111111	111111	-0.33399999999999996	0
111111	111111	U2_x	111111	111111	0.23199999999999998	10
111111	111111	111111	U3_x	111111	0.13800000000000012	0
U3_x	111111	111111	111111	111111	-0.16600000000000004	0
111111	111111	Ryy_x	111111	111111	0.0	0
111111	111111	U2_x	111111	111111	0.15999999999999992	3
111111	111111	111111	U2_x	111111	-0.14800000000000002	1
111111	H_y	111111	111111	111111	0.0	0
Ryy_x	111111	111111	111111	111111	0.3800000000000001	5
111111	111111	U3_x	111111	111111	-0.46399999999999997	10
111111	111111	H_y	111111	111111	0.0	0
111111	111111	111111	111111	H_y	0.0	0
111111	H_y	111111	111111	111111	0.0	0
111111	111111	111111	H_y	111111	0.0	0
111111	111111	111111	111111	U2_x	0.6460000000000001	10
111111	H_y	111111	111111	111111	0.0	0
111111	U3_x	111111	111111	111111	-0.5	10
111111	111111	111111	Rxx_x	111111	1.0	1
111111	111111	111111	111111	H_y	0.0	0
Ryy_x	111111	111111	111111	111111	-0.08799999999999997	1
111111	111111	U2_x	111111	111111	0.554	0
U3_x	111111	111111	111111	111111	0.20999999999999996	5
111111	111111	111111	H_y	111111	0.0	0
Rxx_x	111111	111111	111111	111111	-0.08999999999999997	4
U3_x	111111	111111	111111	111111	0.04600000000000004	3
111111	111111	111111	111111	Ryy_x	-0.41800000000000004	0
111111	111111	H_y	111111	111111	0.0	0
111111	111111	111111	111111	U3_x	-0.30599999999999994	3
111111	111111	111111	U3_x	111111	-0.10799999999999998	2
111111	111111	111111	U3_x	111111	0.10200000000000009	4
111111	111111	U2_x	111111	111111	0.06600000000000006	0
H_y	111111	111111	111111	111111	0.0	0
Ryy_x	111111	111111	111111	111111	-0.25	7
Ryy_x	111111	111111	111111	111111	0.02400000000000002	2
Rxx_x	111111	111111	111111	111111	0.028000000000000025	0
111111	111111	111111	111111	H_y	0.0	0
111111	111111	U3_x	111111	111111	-0.21799999999999997	4
111111	111111	U3_x	111111	111111	0.07600000000000007	7
111111	111111	U2_x	111111	111111	-0.556	4
111111	111111	111111	U3_x	111111	-0.276	2
111111	111111	111111	111111	U2_x	-1.0	4
111111	111111	111111	Ryy_x	111111	0.29600000000000004	4
111111	H_y	111111	111111	111111	0.0	0
111111	111111	U3_x	111111	111111	0.28	4
111111	111111	111111	111111	U3_x	-0.22799999999999998	10
111111	111111	111111	H_y	111111	0.0	0
Rxx_x	111111	111111	111111	111111	0.15599999999999992	0
111111	111111	U2_x	111111	111111	0.802	4
111111	111111	111111	H_y	111111	0.0	0
111111	U3_x	111111	111111	111111	-0.5	10
111111	111111	111111	111111	Rxx_x	0.4179999999999999	9
111111	U3_x	111111	111111	111111	0.0	0
111111	111111	U3_x	111111	111111	-0.28	0
