111111	111111	111111	Ryy_x	111111	-0.8977570876059904	4
111111	U3_x	111111	111111	111111	0.9990978463069062	4
111111	111111	111111	U3_x	111111	-0.44517947735283436	0
111111	U3_x	111111	111111	111111	-0.30382992293245437	1
111111	111111	111111	Rxx_x	111111	0.30802501404687344	0
111111	111111	111111	Rxx_x	111111	-0.2806760160052535	2
111111	111111	Rxx_x	111111	111111	0.4686670993483062	4
111111	111111	Rxx_x	111111	111111	-0.1968189082606786	3
111111	111111	U2_x	111111	111111	0.2941841462699595	0
111111	111111	111111	Rxx_x	111111	-0.3150868923391632	3
111111	111111	U2_x	111111	111111	-0.03847621793399103	1
111111	111111	Ryy_x	111111	111111	-0.07332427094555283	7
111111	U3_x	111111	111111	111111	-0.30913196243814234	1
111111	U3_x	111111	111111	111111	0.6332974212076987	8
111111	111111	Ryy_x	111111	111111	-0.03375427678808007	0
111111	111111	U2_x	111111	111111	-0.035334947606078915	1
111111	111111	U2_x	111111	111111	-0.4268663159250403	3
111111	111111	U2_x	111111	111111	0.3378936218939459	9
111111	U3_x	111111	111111	111111	-0.09172401704594169	1
111111	111111	Ryy_x	111111	111111	-0.1327279269527304	4
111111	111111	111111	Ryy_x	111111	0.21240343085049274	1
111111	111111	111111	Rxx_x	111111	0.4831105059857679	8
111111	111111	Rxx_x	111111	111111	-0.17018212489798512	1
111111	U3_x	111111	111111	111111	0.19952782231059674	0
111111	U3_x	111111	111111	111111	-0.07139541454579246	1
111111	111111	111111	U3_x	111111	0.10311897955856208	5
111111	111111	Ryy_x	111111	111111	-0.18360294151410894	5
111111	111111	111111	Rxx_x	111111	-0.19747246333782154	3
111111	111111	111111	Rxx_x	111111	0.2961556755083672	8
111111	111111	Rxx_x	111111	111111	-0.13785352453288224	2
111111	111111	Ryy_x	111111	111111	-0.21046063310807384	0
111111	111111	Rxx_x	111111	111111	-0.27543234389204185	1
111111	111111	Ryy_x	111111	111111	-0.2904216721774251	5
111111	111111	Rxx_x	111111	111111	-0.24010148884510296	3
111111	111111	Rxx_x	111111	111111	0.17622879657118373	4
111111	111111	111111	U3_x	111111	0.32528390320128686	3
111111	111111	111111	U3_x	111111	-0.122431511570946	4
111111	111111	111111	U3_x	111111	-0.07068247580537879	6
111111	111111	111111	Rxx_x	111111	-0.054297020115732675	1
111111	111111	Ryy_x	111111	111111	0.04504157328794123	5
111111	U3_x	111111	111111	111111	-0.06469699096142878	1
111111	111111	U2_x	111111	111111	0.05694829418016312	0
111111	111111	Ryy_x	111111	111111	-0.082939595901381	4
111111	111111	111111	Ryy_x	111111	-0.105217745029488	0
111111	111111	111111	Rxx_x	111111	-0.04653892037137752	3
111111	111111	111111	Ryy_x	111111	0.05166975785107564	1
111111	111111	Rxx_x	111111	111111	-0.06309568720079595	5
111111	111111	111111	U3_x	111111	-0.009791376870242008	10
111111	111111	U2_x	111111	111111	0.08124964286428904	0
111111	111111	111111	Ryy_x	111111	-0.09518832781432396	8
111111	111111	Rxx_x	111111	111111	0.040064351418618305	0
111111	111111	Rxx_x	111111	111111	-0.02414511560468391	5
111111	111111	111111	U3_x	111111	0.04323344536337692	1
111111	111111	Ryy_x	111111	111111	-0.01912772495806636	6
111111	111111	111111	Rxx_x	111111	0.1604459999948653	0
111111	111111	111111	Ryy_x	111111	0.18091568080381215	5
111111	111111	111111	Ryy_x	111111	-0.06814685064490544	0
111111	111111	Rxx_x	111111	111111	-0.05217791562322205	3
111111	111111	U3_x	111111	111111	-0.0024578899564913215	8
