U3_x	111111	111111	111111	111111	0.9905841750521232	4
111111	111111	Rxx_x	111111	111111	0.7954028823144643	0
111111	111111	Ryy_x	111111	111111	0.2886846157632692	3
111111	111111	Rxx_x	111111	111111	0.30045860532120083	6
111111	111111	Ryy_x	111111	111111	0.4619628328245893	3
111111	111111	Ryy_x	111111	111111	-0.4826616150360299	4
U3_x	111111	111111	111111	111111	-0.2817605870707651	2
111111	111111	111111	Rxx_x	111111	-0.20967644152018416	4
111111	111111	Ryy_x	111111	111111	0.2027188196225973	1
111111	111111	Rxx_x	111111	111111	0.09146528950962884	4
111111	111111	Ryy_x	111111	111111	-0.09790879717293843	7
111111	111111	111111	U2_x	111111	0.004939917538741456	0
