111111	111111	111111	U2_x	111111	0.9824744769504397	4
111111	111111	111111	111111	Ryy_x	0.8090133110548259	0
U2_x	111111	111111	111111	111111	0.5109467673247066	4
111111	111111	111111	111111	Ryy_x	-0.11178779037757214	5
111111	111111	111111	111111	Ryy_x	-0.1588984457783178	3
111111	111111	111111	111111	U3_x	-0.5046379190484402	4
111111	111111	111111	U2_x	111111	-0.2644224507676942	1
111111	111111	111111	111111	Rxx_x	-0.07586358550000871	4
111111	111111	111111	111111	U3_x	0.5506473252866431	3
Ryy_x	111111	111111	111111	111111	0.3158516816708128	0
U2_x	111111	111111	111111	111111	-0.9350147302992815	4
Rxx_x	111111	111111	111111	111111	0.18779554661034603	0
111111	111111	111111	111111	U3_x	-0.512964474936205	8
111111	111111	111111	111111	U3_x	0.32229736777591933	3
111111	111111	111111	111111	U3_x	-0.4577345809544058	8
U2_x	111111	111111	111111	111111	0.14844583353970364	9
111111	111111	111111	111111	Ryy_x	-0.11650399247517251	5
111111	111111	111111	U2_x	111111	-0.1873191905593825	8
Ryy_x	111111	111111	111111	111111	-0.09169977465965462	6
111111	111111	111111	111111	Rxx_x	-0.06557942470498146	6
111111	111111	111111	111111	U2_x	0.14609851881107794	2
111111	111111	111111	111111	U3_x	0.116514210636248	1
111111	111111	111111	111111	U3_x	-0.21377985865284188	7
111111	111111	111111	U2_x	111111	-0.1193638889842974	6
U2_x	111111	111111	111111	111111	0.1467244448173377	5
Ryy_x	111111	111111	111111	111111	-0.1448462535942161	4
Ryy_x	111111	111111	111111	111111	-0.026575389533092242	0
111111	111111	111111	111111	Ryy_x	0.08627318004844153	4
111111	111111	111111	111111	Rxx_x	0.16952216531627728	2
111111	111111	111111	111111	U3_x	0.0800753464384727	1
111111	111111	111111	111111	U3_x	-0.11396756990489787	6
Ryy_x	111111	111111	111111	111111	0.1027897504948847	1
Rxx_x	111111	111111	111111	111111	0.17231564532712795	7
111111	111111	111111	111111	U3_x	0.16278392785758422	1
111111	111111	111111	111111	Rxx_x	-0.2701708823381339	4
111111	111111	111111	111111	Ryy_x	-0.23603770387429823	3
111111	111111	111111	111111	Ryy_x	0.23498075477817615	4
111111	111111	111111	111111	Ryy_x	-0.04971844254953983	3
U2_x	111111	111111	111111	111111	0.12767196678469905	1
111111	111111	111111	111111	Rxx_x	0.18392475923132845	1
111111	111111	111111	111111	Ryy_x	0.21935805781064	0
Ryy_x	111111	111111	111111	111111	0.04437187115193675	1
111111	111111	111111	U2_x	111111	-0.10455575618780788	2
111111	111111	111111	U2_x	111111	0.1095421834694903	5
111111	111111	111111	U2_x	111111	-0.08412076880325592	6
111111	111111	111111	111111	U2_x	-0.013596867477055463	1
Rxx_x	111111	111111	111111	111111	0.03790433487237199	0
111111	111111	111111	111111	Ryy_x	-0.07555652825510317	1
111111	111111	111111	111111	Rxx_x	-0.04797756781935658	4
111111	111111	111111	111111	Ryy_x	0.10082971441209487	4
111111	111111	111111	111111	Rxx_x	0.12213556458842345	9
111111	111111	111111	111111	Ryy_x	0.011449673919354364	5
111111	111111	111111	111111	Rxx_x	-0.1358346535838011	7
111111	111111	111111	111111	Rxx_x	0.06295510522824777	9
U2_x	111111	111111	111111	111111	-0.037628208817740205	7
Ryy_x	111111	111111	111111	111111	0.1018352212912923	1
U2_x	111111	111111	111111	111111	0.08782627051331304	1
Ryy_x	111111	111111	111111	111111	-0.18338871225496645	5
U2_x	111111	111111	111111	111111	-0.2943434681816619	8
Ryy_x	111111	111111	111111	111111	0.10207637237685563	3
111111	111111	111111	111111	Rxx_x	0.12915060238157783	1
111111	111111	111111	111111	Ryy_x	0.09024057097801963	0
111111	111111	111111	111111	Rxx_x	-0.021873262807777794	3
111111	111111	111111	111111	U2_x	-0.00985061493515249	6
111111	111111	111111	111111	Ryy_x	0.12723378765263127	4
111111	111111	111111	111111	Rxx_x	0.15386429771600985	8
111111	111111	111111	111111	U3_x	0.11511195815839015	3
111111	111111	111111	111111	U3_x	-0.02447083892573043	8
111111	111111	111111	111111	Ryy_x	0.044252472666821197	6
111111	111111	111111	111111	Ryy_x	-0.055546164118908115	1
Rxx_x	111111	111111	111111	111111	0.0057865814840991625	7
111111	111111	111111	U2_x	111111	-0.0895738939766284	1
U2_x	111111	111111	111111	111111	0.09350614967455906	2
111111	111111	111111	U2_x	111111	0.05206131312949003	2
111111	111111	111111	111111	Rxx_x	-0.025587378786378068	7
111111	111111	111111	U2_x	111111	0.11524199175200289	3
111111	111111	111111	111111	Rxx_x	-0.029103959199612284	4
111111	111111	111111	U2_x	111111	-0.031616755522343665	0
111111	111111	111111	111111	U2_x	-0.029620440587085684	0
