U2_x	111111	111111	111111	111111	0.9980377105104736	4
111111	Rxx_x	111111	111111	111111	0.7856188675944518	0
111111	Rxx_x	111111	111111	111111	0.1911244446925271	4
111111	Ryy_x	111111	111111	111111	0.4062857686148029	3
111111	Ryy_x	111111	111111	111111	-0.303344875623486	8
U2_x	111111	111111	111111	111111	-0.05173457420035055	3
U2_x	111111	111111	111111	111111	0.04389580858953135	0
111111	Ryy_x	111111	111111	111111	0.07430081154812651	1
111111	Ryy_x	111111	111111	111111	-0.13111999881948688	0
U2_x	111111	111111	111111	111111	-0.09892877163924041	1
111111	111111	Rxx_x	111111	111111	0.305305890259689	4
U2_x	111111	111111	111111	111111	0.15167533136041578	0
111111	Rxx_x	111111	111111	111111	-0.45428970530922586	3
111111	Rxx_x	111111	111111	111111	0.2758536652270358	7
U2_x	111111	111111	111111	111111	-0.26577526981378496	1
U2_x	111111	111111	111111	111111	0.5482707304853833	8
111111	111111	Rxx_x	111111	111111	-0.1135639849997232	1
111111	U3_x	111111	111111	111111	0.062334317256511396	2
111111	Ryy_x	111111	111111	111111	0.16536328157806657	3
111111	111111	U2_x	111111	111111	-0.3946101967831872	4
111111	Rxx_x	111111	111111	111111	0.08451128437630251	4
111111	Ryy_x	111111	111111	111111	0.12020869348686936	3
111111	U3_x	111111	111111	111111	0.05017022313363717	1
111111	111111	U2_x	111111	111111	0.235627364720576	2
111111	Rxx_x	111111	111111	111111	0.11791315299271998	2
111111	111111	Rxx_x	111111	111111	0.07556146043926515	4
U2_x	111111	111111	111111	111111	-0.09489670051452115	3
U2_x	111111	111111	111111	111111	-0.044222474284752344	1
111111	111111	U2_x	111111	111111	-0.20967135242505952	4
111111	Rxx_x	111111	111111	111111	0.06286820047446717	4
111111	111111	U2_x	111111	111111	0.23636139143007062	9
U2_x	111111	111111	111111	111111	0.1503687166983929	0
U2_x	111111	111111	111111	111111	-0.15779121941787722	1
111111	111111	Rxx_x	111111	111111	0.0529515203077493	7
111111	Rxx_x	111111	111111	111111	-0.12814125511147467	5
111111	Rxx_x	111111	111111	111111	0.13277831668881568	4
111111	111111	111111	111111	U2_x	0.000915124995481742	0
