111111	111111	U2_x	111111	111111	0.921572091847505	4
111111	111111	U3_x	111111	111111	0.9959658043528812	4
U3_x	111111	111111	111111	111111	-0.7584690548522972	0
111111	111111	111111	Ryy_x	111111	0.9265742269539889	4
U2_x	111111	111111	111111	111111	0.7230331631476972	0
Ryy_x	111111	111111	111111	111111	-0.4938707927591739	0
U3_x	111111	111111	111111	111111	0.41053225160418183	3
111111	111111	111111	Rxx_x	111111	0.16930425009173833	1
U3_x	111111	111111	111111	111111	-0.8193929571449037	8
Ryy_x	111111	111111	111111	111111	-0.22513444070901212	4
111111	111111	U3_x	111111	111111	-0.4896157006088542	1
Ryy_x	111111	111111	111111	111111	0.39049663940136026	3
111111	111111	U3_x	111111	111111	0.3610559568510001	7
111111	111111	111111	Rxx_x	111111	-0.2669137681488998	0
111111	111111	U3_x	111111	111111	0.14189725744926962	4
111111	111111	U2_x	111111	111111	-0.2832288373544991	1
U2_x	111111	111111	111111	111111	-0.13813763972609716	1
Ryy_x	111111	111111	111111	111111	-0.36287983757802844	4
111111	111111	111111	U2_x	111111	0.02522853026240157	5
111111	111111	111111	U3_x	111111	0.2513380798381133	3
111111	111111	111111	Ryy_x	111111	-0.1736946414413738	1
111111	111111	111111	Rxx_x	111111	-0.32011276474027794	4
111111	111111	U2_x	111111	111111	-0.1574888229530953	1
111111	111111	U2_x	111111	111111	0.1930362204254672	4
111111	111111	111111	U3_x	111111	0.17494203735942349	4
Ryy_x	111111	111111	111111	111111	0.14206494979928874	1
111111	111111	111111	Rxx_x	111111	0.07827492767020794	1
Rxx_x	111111	111111	111111	111111	0.22720813283545493	4
Rxx_x	111111	111111	111111	111111	-0.4346738120536968	3
Rxx_x	111111	111111	111111	111111	0.31087955043205695	0
111111	111111	U2_x	111111	111111	-0.05867507213595902	7
111111	111111	U2_x	111111	111111	-0.24355502707354537	2
Ryy_x	111111	111111	111111	111111	-0.2459138640413967	8
Ryy_x	111111	111111	111111	111111	0.24431390746356518	3
Ryy_x	111111	111111	111111	111111	-0.3180259061772033	8
111111	111111	111111	Ryy_x	111111	-0.16348857907153946	1
111111	111111	111111	Rxx_x	111111	-0.06673652707021871	6
111111	111111	U2_x	111111	111111	0.12803877848193457	7
111111	111111	111111	U3_x	111111	0.01233296777109305	4
Rxx_x	111111	111111	111111	111111	-0.0364906346219982	3
111111	111111	111111	Ryy_x	111111	-0.05078254471985977	3
111111	111111	111111	Ryy_x	111111	0.007219433487784421	4
111111	111111	U2_x	111111	111111	-0.09572921939538803	1
111111	111111	U2_x	111111	111111	0.21721688678847806	0
111111	111111	U2_x	111111	111111	-0.061603286788938894	3
111111	111111	111111	Rxx_x	111111	-0.027879048409415574	4
Ryy_x	111111	111111	111111	111111	0.05004099466895551	5
111111	111111	111111	Ryy_x	111111	0.09574160178449942	4
111111	111111	111111	Ryy_x	111111	-0.07873787126781062	3
111111	111111	111111	111111	U3_x	0.0009817577231643337	10
