Ryy_x	111111	111111	111111	111111	-0.9396758682265998	4
111111	111111	111111	Rxx_x	111111	0.9834503106767924	4
111111	111111	Rxx_x	111111	111111	-0.36620408440348595	0
111111	111111	111111	Rxx_x	111111	-0.09292942396331316	1
Ryy_x	111111	111111	111111	111111	0.4899129526785073	3
Rxx_x	111111	111111	111111	111111	0.18989392670175187	0
Ryy_x	111111	111111	111111	111111	-0.3540467817112316	7
Rxx_x	111111	111111	111111	111111	-0.3311215697911545	1
Ryy_x	111111	111111	111111	111111	-0.6045986783979049	8
111111	111111	111111	Rxx_x	111111	-0.23317377074259693	1
Ryy_x	111111	111111	111111	111111	0.13672963168619034	3
Ryy_x	111111	111111	111111	111111	-0.07545975577006825	0
111111	111111	Ryy_x	111111	111111	-0.11417172809658327	1
111111	111111	Rxx_x	111111	111111	-0.21662848060447226	4
Ryy_x	111111	111111	111111	111111	-0.1548988782907026	0
Ryy_x	111111	111111	111111	111111	0.20697102707836512	1
Ryy_x	111111	111111	111111	111111	-0.25743508329173315	0
111111	111111	111111	Rxx_x	111111	-0.1575773092314554	1
111111	111111	Ryy_x	111111	111111	-0.3695730842158733	0
111111	111111	111111	Ryy_x	111111	-0.16784968093430574	0
111111	111111	111111	Ryy_x	111111	0.33801735283217305	8
111111	111111	111111	Rxx_x	111111	0.12161418195979135	0
Rxx_x	111111	111111	111111	111111	-0.17707284258540423	3
Ryy_x	111111	111111	111111	111111	-0.10784312421131403	4
Ryy_x	111111	111111	111111	111111	0.010977161151772385	5
111111	Rxx_x	111111	111111	111111	0.005713922103116831	7
