111111	111111	111111	Ryy_x	111111	0.9852413948909631	4
111111	111111	111111	Rxx_x	111111	-0.28984769218397033	0
111111	111111	111111	Rxx_x	111111	-0.07826495110527532	0
111111	111111	111111	Ryy_x	111111	-0.16082734899072526	1
111111	U3_x	111111	111111	111111	-0.5171513025607708	4
111111	111111	111111	Ryy_x	111111	0.059198344855188045	4
111111	111111	111111	Ryy_x	111111	-0.19319089232019726	3
111111	111111	111111	U2_x	111111	0.3941970920389317	0
111111	111111	111111	Ryy_x	111111	0.22282741930007477	8
111111	111111	111111	Ryy_x	111111	-0.10013012936834165	3
111111	111111	111111	Ryy_x	111111	0.04480270851148349	0
111111	111111	111111	U2_x	111111	-0.3033363137804366	3
111111	U3_x	111111	111111	111111	0.29555340402990593	3
111111	111111	U3_x	111111	111111	0.2865493426042045	4
111111	U3_x	111111	111111	111111	-0.2453884454955606	0
111111	111111	111111	U2_x	111111	0.2809514036981986	8
111111	111111	111111	Rxx_x	111111	0.07012448449930386	9
111111	U3_x	111111	111111	111111	0.05056380812694217	3
111111	111111	111111	Rxx_x	111111	0.1192665121241594	1
111111	111111	U3_x	111111	111111	0.06598981046239638	0
111111	111111	111111	U2_x	111111	0.07155017891891569	0
111111	111111	U3_x	111111	111111	-0.04227243966271743	3
111111	111111	111111	Rxx_x	111111	-0.012559354653468358	0
111111	111111	111111	Rxx_x	111111	0.12532267090609617	1
111111	111111	111111	Ryy_x	111111	0.1308260301238855	8
111111	111111	111111	Ryy_x	111111	0.20794275914409655	7
111111	111111	111111	U2_x	111111	-0.17025734282342708	3
111111	U3_x	111111	111111	111111	0.10090478649078927	9
111111	111111	111111	U2_x	111111	0.04989832519481063	4
111111	U3_x	111111	111111	111111	-0.04922157218331513	0
111111	111111	111111	Ryy_x	111111	0.024062882528590013	4
111111	U3_x	111111	111111	111111	0.20330379991313463	2
111111	111111	111111	Rxx_x	111111	0.2285075712761615	1
111111	111111	111111	Ryy_x	111111	0.3196576612895752	4
111111	111111	111111	Ryy_x	111111	-0.12996732429791313	9
111111	U3_x	111111	111111	111111	-0.06600461014318681	8
111111	111111	U3_x	111111	111111	0.10821698212247965	8
111111	111111	111111	Ryy_x	111111	0.08582833905443321	8
111111	111111	111111	U2_x	111111	-0.03801352873628794	3
111111	111111	111111	Rxx_x	111111	-0.02153924785155792	0
111111	U3_x	111111	111111	111111	-0.012487946492924396	10
111111	111111	111111	U2_x	111111	-0.1036376849826468	3
111111	U3_x	111111	111111	111111	-0.12210339447703644	0
111111	111111	111111	U2_x	111111	0.03824743322448221	8
111111	U3_x	111111	111111	111111	0.23414576783325725	8
111111	111111	111111	U2_x	111111	0.08982632509819433	4
111111	111111	111111	Ryy_x	111111	-0.07016490410622533	3
111111	111111	111111	Ryy_x	111111	0.0681943876313591	0
111111	111111	U3_x	111111	111111	0.03426513580555546	4
111111	111111	111111	Rxx_x	111111	0.04871204689941222	1
111111	111111	111111	Rxx_x	111111	0.08743914111874629	1
111111	111111	111111	Ryy_x	111111	0.10313900294285006	0
111111	111111	111111	Ryy_x	111111	0.006012625052146836	0
111111	111111	111111	U2_x	111111	-0.019748919351971983	2
111111	U2_x	111111	111111	111111	-0.004340874509716874	8
