H_y	111111	111111	111111	111111	0.0	0
Rxx_x	111111	111111	111111	111111	-0.14222189064977075	4
U3_x	111111	111111	111111	111111	0.15618260226894076	4
U2_x	111111	111111	111111	111111	-0.5878035357209965	1
111111	Rxx_x	111111	111111	111111	0.6266425027146401	4
111111	Ryy_x	111111	111111	111111	0.647177745066891	8
111111	Rxx_x	111111	111111	111111	0.30694506780235153	0
U3_x	111111	111111	111111	111111	-0.6795408869623607	3
111111	U2_x	111111	111111	111111	0.04133871927984911	4
111111	Ryy_x	111111	111111	111111	-0.3444543767558137	0
Rxx_x	111111	111111	111111	111111	-0.5000066466271993	4
Rxx_x	111111	111111	111111	111111	0.9056338182918233	8
Ryy_x	111111	111111	111111	111111	0.9931139850789104	8
Ryy_x	111111	111111	111111	111111	-0.9108872350991339	8
Ryy_x	111111	111111	111111	111111	0.720322074572582	8
Rxx_x	111111	111111	111111	111111	0.2063812219363701	1
111111	U2_x	111111	111111	111111	-0.23678802816176425	1
111111	Ryy_x	111111	111111	111111	-0.4327635641865697	4
Ryy_x	111111	111111	111111	111111	0.34992969426991194	0
U3_x	111111	111111	111111	111111	-0.08633769788338874	1
111111	Ryy_x	111111	111111	111111	0.3717229709491894	3
111111	Rxx_x	111111	111111	111111	0.3236926401047022	0
Ryy_x	111111	111111	111111	111111	-0.7340437105755744	8
Ryy_x	111111	111111	111111	111111	0.5356756278879811	8
111111	111111	111111	111111	U3_x	0.9648264980223817	8
Rxx_x	111111	111111	111111	111111	0.9387763208098376	8
Ryy_x	111111	111111	111111	111111	0.2266536410934179	4
111111	111111	111111	111111	U3_x	-0.9114787342707582	8
U2_x	111111	111111	111111	111111	-0.9918897116831851	8
Rxx_x	111111	111111	111111	111111	-0.7320549459017323	8
Rxx_x	111111	111111	111111	111111	0.8820045427916681	8
Rxx_x	111111	111111	111111	111111	-0.3942788759418554	4
111111	U2_x	111111	111111	111111	-0.26770879667914715	1
U2_x	111111	111111	111111	111111	0.7963924890783767	8
U2_x	111111	111111	111111	111111	-0.37127239008709867	8
111111	U2_x	111111	111111	111111	0.09796436802481101	4
U3_x	111111	111111	111111	111111	-0.1279380847517555	1
111111	111111	Rxx_x	111111	111111	-0.8700116477462989	8
111111	111111	Rxx_x	111111	111111	0.1690924514038603	1
111111	111111	Rxx_x	111111	111111	0.6881357953238043	8
111111	111111	Rxx_x	111111	111111	-0.6871621632251872	8
111111	111111	Ryy_x	111111	111111	-0.551402062627917	8
111111	Ryy_x	111111	111111	111111	-0.17425958457031854	4
111111	111111	Rxx_x	111111	111111	-0.926150261882742	8
111111	111111	Ryy_x	111111	111111	-0.006793002766903644	10
111111	111111	Rxx_x	111111	111111	0.6359657288592637	8
Rxx_x	111111	111111	111111	111111	0.3157818775182182	2
U3_x	111111	111111	111111	111111	0.06696747130554415	0
Ryy_x	111111	111111	111111	111111	0.7102514815472001	8
Ryy_x	111111	111111	111111	111111	-0.7006237300571969	8
Ryy_x	111111	111111	111111	111111	0.13447095372624784	4
111111	Rxx_x	111111	111111	111111	-0.25165036450382217	3
111111	Rxx_x	111111	111111	111111	0.2026090942272789	4
111111	111111	Ryy_x	111111	111111	-0.7741685962111275	8
111111	111111	Ryy_x	111111	111111	0.5510254021456558	4
111111	111111	Ryy_x	111111	111111	-0.8067883336312947	8
111111	111111	Rxx_x	111111	111111	-0.6672725084135049	8
111111	111111	111111	Rxx_x	111111	0.6148995040495113	8
111111	111111	111111	Ryy_x	111111	0.8953878484469815	8
U3_x	111111	111111	111111	111111	-0.13353699489702842	1
111111	111111	111111	Ryy_x	111111	-0.17183833650339753	3
111111	111111	111111	Rxx_x	111111	-0.5090362477184898	8
111111	111111	111111	Ryy_x	111111	-0.45059321606884595	8
U3_x	111111	111111	111111	111111	0.23450554194833262	0
111111	U2_x	111111	111111	111111	-0.6430791785585495	8
111111	U3_x	111111	111111	111111	-0.7610349913384458	8
U3_x	111111	111111	111111	111111	-0.08853028263792351	1
111111	Rxx_x	111111	111111	111111	-0.6701243868407356	8
111111	U3_x	111111	111111	111111	0.2974496624324541	3
111111	Rxx_x	111111	111111	111111	0.6421113487229939	8
111111	U2_x	111111	111111	111111	0.5550227787507986	8
Ryy_x	111111	111111	111111	111111	-0.03973321955130493	1
U2_x	111111	111111	111111	111111	-0.30485748755836606	8
111111	Rxx_x	111111	111111	111111	-0.1305789020111312	1
111111	Ryy_x	111111	111111	111111	-0.9899828501813033	8
111111	Ryy_x	111111	111111	111111	0.42514640157927475	1
111111	Ryy_x	111111	111111	111111	-0.3366855547290091	4
