H_y	111111	111111	111111	111111	0.0	0
Rxx_x	111111	111111	111111	111111	0.4835739785214588	4
111111	Rxx_x	111111	111111	111111	0.5903871311313933	4
U2_x	111111	111111	111111	111111	0.8849005675541006	0
111111	Ryy_x	111111	111111	111111	0.4797971494798614	2
U2_x	111111	111111	111111	111111	0.844649993330834	0
U3_x	111111	111111	111111	111111	-0.9419895434327705	3
111111	Ryy_x	111111	111111	111111	-0.0687546912437893	10
111111	Rxx_x	111111	111111	111111	0.8867134339966274	4
111111	Ryy_x	111111	111111	111111	0.2979491062738484	1
U3_x	111111	111111	111111	111111	0.8018009835012454	8
U3_x	111111	111111	111111	111111	-0.7735880706937113	8
111111	Ryy_x	111111	111111	111111	-0.06186190443567252	10
111111	111111	111111	111111	U2_x	-0.5068543347603394	2
111111	Rxx_x	111111	111111	111111	0.08752171847186085	0
111111	Ryy_x	111111	111111	111111	0.14788237585620156	1
Rxx_x	111111	111111	111111	111111	-0.9737716208221956	8
Ryy_x	111111	111111	111111	111111	-0.5665403990723037	3
Rxx_x	111111	111111	111111	111111	-0.44103526797777937	0
U3_x	111111	111111	111111	111111	0.8326907436171038	8
Rxx_x	111111	111111	111111	111111	0.5314509032582835	8
U3_x	111111	111111	111111	111111	-0.6807915752839235	8
Ryy_x	111111	111111	111111	111111	0.594293982862409	8
Ryy_x	111111	111111	111111	111111	-0.7224651632021937	8
111111	Rxx_x	111111	111111	111111	0.2349050409322333	0
Rxx_x	111111	111111	111111	111111	-0.7466015348994606	8
Ryy_x	111111	111111	111111	111111	-0.9964502755949307	8
Ryy_x	111111	111111	111111	111111	0.7428094894485642	8
111111	U2_x	111111	111111	111111	-0.5810872350097642	8
111111	111111	111111	111111	U2_x	-0.5690376615505355	8
111111	111111	111111	111111	U2_x	0.9648422176518505	8
U2_x	111111	111111	111111	111111	0.7448155308736037	8
111111	111111	111111	111111	U2_x	-0.421389664506147	2
Rxx_x	111111	111111	111111	111111	0.922955977900167	8
Ryy_x	111111	111111	111111	111111	0.07844693774162126	10
Ryy_x	111111	111111	111111	111111	0.3556609545011846	4
U2_x	111111	111111	111111	111111	-0.5904409709324143	8
111111	111111	111111	111111	U3_x	0.8819520021759981	8
111111	U2_x	111111	111111	111111	0.3812838822138165	8
Rxx_x	111111	111111	111111	111111	0.9331286246343908	8
Ryy_x	111111	111111	111111	111111	0.787483355152957	8
111111	111111	111111	111111	U3_x	-0.4024222042922645	8
111111	Rxx_x	111111	111111	111111	-0.2776201305552317	1
111111	Ryy_x	111111	111111	111111	-0.6680878857405088	8
U2_x	111111	111111	111111	111111	-0.708596180918635	8
111111	U3_x	111111	111111	111111	-0.8697205732486475	8
111111	U2_x	111111	111111	111111	-0.39728179846107503	3
111111	U2_x	111111	111111	111111	0.20621999481530873	0
111111	111111	111111	111111	U3_x	-0.9932337612512865	8
111111	111111	111111	111111	U3_x	0.35586849909538243	1
111111	111111	111111	111111	U3_x	-0.3242062767442697	4
111111	Rxx_x	111111	111111	111111	-0.3800841367937424	8
111111	U3_x	111111	111111	111111	0.6370361492941417	8
111111	Ryy_x	111111	111111	111111	-0.03850962673992209	4
U3_x	111111	111111	111111	111111	-0.3684137883071119	8
111111	Ryy_x	111111	111111	111111	-0.03756322752627228	4
111111	111111	111111	111111	U3_x	0.4093382682818185	8
Rxx_x	111111	111111	111111	111111	-0.8859981409284201	8
Rxx_x	111111	111111	111111	111111	0.9501991262884706	8
Rxx_x	111111	111111	111111	111111	-0.9542688734945586	8
Rxx_x	111111	111111	111111	111111	0.4995900445825465	5
Ryy_x	111111	111111	111111	111111	0.6897617787762593	8
Ryy_x	111111	111111	111111	111111	-0.9638649292429398	8
Ryy_x	111111	111111	111111	111111	0.5754766079608684	8
111111	111111	111111	111111	U3_x	-0.26763104831627893	4
111111	111111	111111	111111	U3_x	0.15703765811374915	1
Ryy_x	111111	111111	111111	111111	-0.9818432263609431	8
Rxx_x	111111	111111	111111	111111	-0.906545762602117	8
111111	111111	111111	111111	U2_x	-0.6381610240979043	8
111111	111111	111111	111111	U2_x	0.9103597991823327	8
111111	111111	111111	111111	U2_x	-0.6069566589739837	8
111111	111111	111111	111111	U2_x	0.5114728249026355	8
U3_x	111111	111111	111111	111111	0.8593106391950422	8
111111	111111	111111	111111	U3_x	0.8840876588553988	8
111111	111111	111111	111111	U3_x	-0.31123637389397607	3
U3_x	111111	111111	111111	111111	-0.29041358988417554	1
111111	Rxx_x	111111	111111	111111	0.04940364138623998	4
