111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	5
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	9
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.6000000000000001	5
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.98	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.54	7
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U1_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	8
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.5	6
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	8
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	5
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	0
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U1_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.62	5
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.19999999999999996	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U3_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	5
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.43999999999999995	2
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rzz_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rzz_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	4
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.41999999999999993	3
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	3
